ID	model_path	model_texture	model_parts	model_priority
female_wz344_head_005d_form02			3#14	5
male_wz344_head_005d_form02			3#14	5
luoli_wz344_head_005d_form02			3#14	5
female_wz344_head_005d_form03			3	
male_wz344_head_005d_form03			3	
luoli_wz344_head_005d_form03			3	
female_wz344_head_006d			3#14	5
male_wz344_head_006d			3#14	5
luoli_wz344_head_006d			3#14	5
female_wz344_head_006d_form02			3#14	5
male_wz344_head_006d_form02			3#14	5
luoli_wz344_head_006d_form02			3#14	5
female_wz344_head_006d_form03			3	
male_wz344_head_006d_form03			3	
luoli_wz344_head_006d_form03			3	
female_wz344_head_007d			3#14	5
male_wz344_head_007d			3#14	5
luoli_wz344_head_007d			3#14	5
female_wz344_head_007d_form02			3#14	5
male_wz344_head_007d_form02			3#14	5
luoli_wz344_head_007d_form02			3#14	5
female_wz344_head_007d_form03			3	
male_wz344_head_007d_form03			3	
luoli_wz344_head_007d_form03			3	
female_wz345_head_000d			3	
female_wz345_body_000d			5#6#7	8
female_wz345_head_001d			3	
female_wz345_body_001d			5#6#7	8
female_wz345_head_002d			3	
female_wz345_body_002d			5#6#7	8
female_wz345_head_003d			3	
female_wz345_body_003d			5#6#7	8
male_wz345_head_000d			3	
male_wz345_body_000d			5#6#7	8
male_wz345_head_001d			3	
male_wz345_body_001d			5#6#7	8
male_wz345_head_002d			3	
male_wz345_body_002d			5#6#7	8
male_wz345_head_003d			3	
male_wz345_body_003d			5#6#7	8
luoli_wz345_head_000d			3	
luoli_wz345_body_000d			5#6#7	8
luoli_wz345_head_001d			3	
luoli_wz345_body_001d			5#6#7	8
luoli_wz345_head_002d			3	
luoli_wz345_body_002d			5#6#7	8
luoli_wz345_head_003d			3	
luoli_wz345_body_003d			5#6#7	8
male_cape_wz345_000d			14	8
male_cape_wz345_001d			14	8
male_cape_wz345_002d			14	8
male_cape_wz345_003d			14	8
female_cape_wz345_000d			14	8
female_cape_wz345_001d			14	8
female_cape_wz345_002d			14	8
female_cape_wz345_003d			14	8
luoli_cape_wz345_000d			14	8
luoli_cape_wz345_001d			14	8
luoli_cape_wz345_002d			14	8
luoli_cape_wz345_003d			14	8
male_gzw1456	models/pendant/gzw/gzw1456.model		10	9
male_gzw1453	models/pendant/gzw/gzw1453.model		10	9
male_gzw1463			10	9
male_gzw1459	models/pendant/gzw/gzw1459.model		10	9
male_gzw1461			10	9
male_gzw1469			10	9
male_gzw1413			10	9
female_gzw1456	models/pendant/gzw/gzw1456.model		10	9
female_gzw1453	models/pendant/gzw/gzw1453.model		10	9
female_gzw1463			10	9
female_gzw1459	models/pendant/gzw/gzw1459.model		10	9
female_gzw1461			10	9
female_gzw1469			10	9
female_gzw1413			10	9
luoli_gzw1456	models/pendant/gzw/gzw1456.model		10	9
luoli_gzw1453	models/pendant/gzw/gzw1453.model		10	9
luoli_gzw1463			10	9
luoli_gzw1459	models/pendant/gzw/gzw1459.model		10	9
luoli_gzw1461			10	9
luoli_gzw1469			10	9
luoli_gzw1413			10	9
male_gzw415_000	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_000d.dds	10	9
male_gzw415_001	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_001d.dds	10	9
male_gzw415_002	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_002d.dds	10	9
male_gzw415_003	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_003d.dds	10	9
male_gzw415_004	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_004d.dds	10	9
male_gzw415_005	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_005d.dds	10	9
female_gzw415_000	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_000d.dds	10	9
female_gzw415_001	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_001d.dds	10	9
female_gzw415_002	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_002d.dds	10	9
female_gzw415_003	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_003d.dds	10	9
female_gzw415_004	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_004d.dds	10	9
female_gzw415_005	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_005d.dds	10	9
luoli_gzw415_000	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_000d.dds	10	9
luoli_gzw415_001	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_001d.dds	10	9
luoli_gzw415_002	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_002d.dds	10	9
luoli_gzw415_003	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_003d.dds	10	9
luoli_gzw415_004	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_004d.dds	10	9
luoli_gzw415_005	models/pendant/gzw/gzw415.model	models/pendant/gzw/Textures/gzw415_005d.dds	10	9
female_gzw1502	models/pendant/gzw/gzw1502b.model		10	9
male_gzw1502	models/pendant/gzw/gzw1502a.model		10	9
luoli_gzw1502	models/pendant/gzw/gzw1502c.model		10	9
female_gzw1464			10	9
male_gzw1464			10	9
luoli_gzw1464			10	9
male_gzw1431_000	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_000d.dds	10	9
male_gzw1431_001	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_002d.dds	10	9
male_gzw1431_002	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_003d.dds	10	9
male_gzw1431_003	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_004d.dds	10	9
male_gzw1431_004	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_001d.dds	10	9
female_gzw1431_000	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_000d.dds	10	9
female_gzw1431_001	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_002d.dds	10	9
female_gzw1431_002	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_003d.dds	10	9
female_gzw1431_003	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_004d.dds	10	9
female_gzw1431_004	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_001d.dds	10	9
luoli_gzw1431_000	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_000d.dds	10	9
luoli_gzw1431_001	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_002d.dds	10	9
luoli_gzw1431_002	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_003d.dds	10	9
luoli_gzw1431_003	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_004d.dds	10	9
luoli_gzw1431_004	models/pendant/gzw/gzw1431.model	models/pendant/gzw/Textures/gzw1431_001d.dds	10	9
female_wz345_body_000d_form02			5#6#7	8
female_wz345_body_001d_form02			5#6#7	8
female_wz345_body_002d_form02			5#6#7	8
female_wz345_body_003d_form02			5#6#7	8
male_wz345_body_000d_form02			5#6#7	8
male_wz345_body_001d_form02			5#6#7	8
male_wz345_body_002d_form02			5#6#7	8
male_wz345_body_003d_form02			5#6#7	8
luoli_wz345_body_000d_form02			5#6#7	8
luoli_wz345_body_001d_form02			5#6#7	8
luoli_wz345_body_002d_form02			5#6#7	8
luoli_wz345_body_003d_form02			5#6#7	8
male_gzw364	models/pendant/gzw/gzw364.model		10	9
male_gzw363_000	models/pendant/gzw/gzw363a.model		10	9
male_gzw363_001	models/pendant/gzw/gzw363b.model		10	9
male_gzw363_001_m	models/pendant/gzw/gzw363b_m.model		10	9
male_gzw363_002	models/pendant/gzw/gzw363c.model		10	9
female_gzw364	models/pendant/gzw/gzw364.model		10	9
female_gzw363_000	models/pendant/gzw/gzw363a.model		10	9
female_gzw363_001	models/pendant/gzw/gzw363b.model		10	9
female_gzw363_001_m	models/pendant/gzw/gzw363b_m.model		10	9
female_gzw363_002	models/pendant/gzw/gzw363c.model		10	9
luoli_gzw364	models/pendant/gzw/gzw364.model		10	9
luoli_gzw363_000	models/pendant/gzw/gzw363a.model		10	9
luoli_gzw363_001	models/pendant/gzw/gzw363b.model		10	9
luoli_gzw363_001_m	models/pendant/gzw/gzw363b_m.model		10	9
luoli_gzw363_002	models/pendant/gzw/gzw363c.model		10	9
male_gzw1454_000	models/pendant/gzw/gzw1454a.model		10	9
male_gzw1454_001	models/pendant/gzw/gzw1454b.model		10	9
male_gzw1454_002			10	9
male_gzw1454_003	models/pendant/gzw/gzw1454a.model	models/pendant/gzw/Textures/gzw1454a_001d.dds	10	9
male_gzw1454_004	models/pendant/gzw/gzw1454b.model	models/pendant/gzw/Textures/gzw1454b_001d.dds	10	9
male_gzw1454_005			10	9
female_gzw1454_000	models/pendant/gzw/gzw1454a.model		10	9
female_gzw1454_001	models/pendant/gzw/gzw1454b.model		10	9
female_gzw1454_002			10	9
female_gzw1454_003	models/pendant/gzw/gzw1454a.model	models/pendant/gzw/Textures/gzw1454a_001d.dds	10	9
female_gzw1454_004	models/pendant/gzw/gzw1454b.model	models/pendant/gzw/Textures/gzw1454b_001d.dds	10	9
female_gzw1454_005			10	9
luoli_gzw1454_000	models/pendant/gzw/gzw1454a.model		10	9
luoli_gzw1454_001	models/pendant/gzw/gzw1454b.model		10	9
luoli_gzw1454_002			10	9
luoli_gzw1454_003	models/pendant/gzw/gzw1454a.model	models/pendant/gzw/Textures/gzw1454a_001d.dds	10	9
luoli_gzw1454_004	models/pendant/gzw/gzw1454b.model	models/pendant/gzw/Textures/gzw1454b_001d.dds	10	9
luoli_gzw1454_005			10	9
female_gzw1511	models/pendant/gzw/gzw1511c.model		10	9
male_gzw1511	models/pendant/gzw/gzw1511b.model		10	9
luoli_gzw1511	models/pendant/gzw/gzw1511a.model		10	9
female_gzw1429	models/pendant/gzw/gzw1429.model		10	9
male_gzw1429	models/pendant/gzw/gzw1429.model		10	9
luoli_gzw1429	models/pendant/gzw/gzw1429.model		10	9
female_gzw1506			10	9
male_gzw1506			10	9
luoli_gzw1506			10	9
female_wz346_head_000d			3	
female_wz346_body_000d			5#6#7	8
female_wz346_head_001d			3	
female_wz346_body_001d			5#6#7	8
female_wz346_head_002d			3	
female_wz346_body_002d			5#6#7	8
female_wz346_head_003d			3	
female_wz346_body_003d			5#6#7	8
male_wz346_head_000d			3	
male_wz346_body_000d			5#6#7	8
male_wz346_head_001d			3	
male_wz346_body_001d			5#6#7	8
male_wz346_head_002d			3	
male_wz346_body_002d			5#6#7	8
male_wz346_head_003d			3	
male_wz346_body_003d			5#6#7	8
luoli_wz346_head_000d			3	
luoli_wz346_body_000d			5#6#7	8
luoli_wz346_head_001d			3	
luoli_wz346_body_001d			5#6#7	8
luoli_wz346_head_002d			3	
luoli_wz346_body_002d			5#6#7	8
luoli_wz346_head_003d			3	
luoli_wz346_body_003d			5#6#7	8
female_wz346_body_000d_form02			5#6#7	8
female_wz346_body_001d_form02			5#6#7	8
female_wz346_body_002d_form02			5#6#7	8
female_wz346_body_003d_form02			5#6#7	8
male_wz346_body_000d_form02			5#6#7	8
male_wz346_body_001d_form02			5#6#7	8
male_wz346_body_002d_form02			5#6#7	8
male_wz346_body_003d_form02			5#6#7	8
luoli_wz346_body_000d_form02			5#6#7	8
luoli_wz346_body_001d_form02			5#6#7	8
luoli_wz346_body_002d_form02			5#6#7	8
luoli_wz346_body_003d_form02			5#6#7	8
female_gzw1479	models/pendant/gzw/gzw1479.model		10	9
male_gzw1479	models/pendant/gzw/gzw1479.model		10	9
luoli_gzw1479	models/pendant/gzw/gzw1479.model		10	9
female_gzw1480	models/pendant/gzw/gzw1480.model		10	9
male_gzw1480	models/pendant/gzw/gzw1480.model		10	9
luoli_gzw1480	models/pendant/gzw/gzw1480.model		10	9
male_gzw1493			10	9
female_gzw1493			10	9
luoli_gzw1493			10	9
male_gzw1452			10	9
female_gzw1452			10	9
luoli_gzw1452			10	9
male_gzw1488			10	9
male_gzw1482			10	9
male_gzw407			10	9
male_gzw409			10	9
male_gzw1485			10	9
female_gzw1488			10	9
female_gzw1482			10	9
female_gzw407			10	9
female_gzw409			10	9
female_gzw1485			10	9
luoli_gzw1488			10	9
luoli_gzw1482			10	9
luoli_gzw407			10	9
luoli_gzw409			10	9
luoli_gzw1485			10	9
male_gzw1487			10	9
female_gzw1487			10	9
luoli_gzw1487			10	9
female_wz334_head_000d			3	
female_wz334_body_000d			5#6#7	8
female_wz334_head_001d			3	
female_wz334_body_001d			5#6#7	8
female_wz334_head_002d			3	
female_wz334_body_002d			5#6#7	8
female_wz334_head_003d			3	
female_wz334_body_003d			5#6#7	8
male_wz334_head_000d			3	
male_wz334_body_000d			5#6#7	8
male_wz334_head_001d			3	
male_wz334_body_001d			5#6#7	8
male_wz334_head_002d			3	
male_wz334_body_002d			5#6#7	8
male_wz334_head_003d			3	
male_wz334_body_003d			5#6#7	8
luoli_wz334_head_000d			3	
luoli_wz334_body_000d			5#6#7	8
luoli_wz334_head_001d			3	
luoli_wz334_body_001d			5#6#7	8
luoli_wz334_head_002d			3	
luoli_wz334_body_002d			5#6#7	8
luoli_wz334_head_003d			3	
luoli_wz334_body_003d			5#6#7	8
female_wz334_body_000d_form02			5#6#7	8
female_wz334_body_001d_form02			5#6#7	8
female_wz334_body_002d_form02			5#6#7	8
female_wz334_body_003d_form02			5#6#7	8
male_wz334_body_000d_form02			5#6#7	8
male_wz334_body_001d_form02			5#6#7	8
male_wz334_body_002d_form02			5#6#7	8
male_wz334_body_003d_form02			5#6#7	8
luoli_wz334_body_000d_form02			5#6#7	8
luoli_wz334_body_001d_form02			5#6#7	8
luoli_wz334_body_002d_form02			5#6#7	8
luoli_wz334_body_003d_form02			5#6#7	8
female_wz337_head_000d			3	
female_wz337_body_000d			5#6#7	8
female_wz337_head_001d			3	
female_wz337_body_001d			5#6#7	8
female_wz337_head_002d			3	
female_wz337_body_002d			5#6#7	8
female_wz337_head_003d			3	
female_wz337_body_003d			5#6#7	8
male_wz337_head_000d			3	
male_wz337_body_000d			5#6#7	8
male_wz337_head_001d			3	
male_wz337_body_001d			5#6#7	8
male_wz337_head_002d			3	
male_wz337_body_002d			5#6#7	8
male_wz337_head_003d			3	
male_wz337_body_003d			5#6#7	8
luoli_wz337_head_000d			3	
luoli_wz337_body_000d			5#6#7	8
luoli_wz337_head_001d			3	
luoli_wz337_body_001d			5#6#7	8
luoli_wz337_head_002d			3	
luoli_wz337_body_002d			5#6#7	8
luoli_wz337_head_003d			3	
luoli_wz337_body_003d			5#6#7	8
male_cape_wz334_000d			14	8
male_cape_wz334_001d			14	8
female_cape_wz334_000d			14	8
female_cape_wz334_001d			14	8
luoli_cape_wz334_000d			14	8
luoli_cape_wz334_001d			14	8
male_gzw1399			10	9
female_gzw1399			10	9
luoli_gzw1399			10	9
male_gzw1400			10	9
female_gzw1400			10	9
luoli_gzw1400			10	9
male_gzw1489			10	9
female_gzw1489			10	9
luoli_gzw1489			10	9
male_gzw1392			10	9
male_gzw1377			10	9
female_gzw1392			10	9
female_gzw1377			10	9
luoli_gzw1392			10	9
luoli_gzw1377			10	9
male_gzw1425	models/pendant/gzw/gzw1425b.model		10	9
female_gzw1425	models/pendant/gzw/gzw1425b.model		10	9
luoli_gzw1425	models/pendant/gzw/gzw1425b.model		10	9
male_gzw1507			10	9
female_gzw1507			10	9
luoli_gzw1507			10	9
male_gzw1507_m			10	9
female_gzw1507_m			10	9
luoli_gzw1507_m			10	9
female_wz337_head_004d			3	
male_wz337_head_004d			3	
luoli_wz337_head_004d			3	
male_gzw1508_000			10	9
male_gzw1508_001			10	9
male_gzw1508_002			10	9
male_gzw1508_003			10	9
male_gzw1509_000			10	9
male_gzw1509_001			10	9
male_gzw1509_002			10	9
male_gzw1509_003			10	9
female_gzw1508_000			10	9
female_gzw1508_001			10	9
female_gzw1508_002			10	9
female_gzw1508_003			10	9
female_gzw1509_000			10	9
female_gzw1509_001			10	9
female_gzw1509_002			10	9
female_gzw1509_003			10	9
luoli_gzw1508_000			10	9
luoli_gzw1508_001			10	9
luoli_gzw1508_002			10	9
luoli_gzw1508_003			10	9
luoli_gzw1509_000			10	9
luoli_gzw1509_001			10	9
luoli_gzw1509_002			10	9
luoli_gzw1509_003			10	9
male_gzw1494			10	9
female_gzw1494			10	9
luoli_gzw1494			10	9
male_gzw1510	models/pendant/gzw/gzw1510.model		10	9
female_gzw1510	models/pendant/gzw/gzw1510.model		10	9
luoli_gzw1510	models/pendant/gzw/gzw1510.model		10	9
male_gzw1497	models/pendant/gzw/gzw1497.model		10	9
female_gzw1497	models/pendant/gzw/gzw1497.model		10	9
luoli_gzw1497	models/pendant/gzw/gzw1497.model		10	9
female_sw003_arm	characters/female/models/female_sw003_arm.model		6	
female_sw003_body	characters/female/models/female_sw003_body.model		5	
female_sw003_head			3	
female_sw003_leg	characters/female/models/female_sw003_leg.model		7	
male_sw003_arm	characters/male/models/male_sw003_arm.model		6	
male_sw003_body	characters/male/models/male_sw003_body.model		5	
male_sw003_head			3	
male_sw003_leg	characters/male/models/male_sw003_leg.model		7	
luoli_sw003_arm	characters/luoli/models/luoli_sw003_arm.model		6	
luoli_sw003_body	characters/luoli/models/luoli_sw003_body.model		5	
luoli_sw003_head			3	
luoli_sw003_leg	characters/luoli/models/luoli_sw003_leg.model		7	
male_gzw1379	models/pendant/gzw/gzw1379.model		10	9
female_gzw1379	models/pendant/gzw/gzw1379.model		10	9
luoli_gzw1379	models/pendant/gzw/gzw1379.model		10	9
female_footprint005			15	9
male_footprint005			15	9
luoli_footprint005			15	9
female_wz340_head_000d			3	
female_wz340_body_000d			5#6#7	8
female_wz340_head_001d			3	
female_wz340_body_001d			5#6#7	8
female_wz340_head_002d			3	
female_wz340_body_002d			5#6#7	8
female_wz340_head_003d			3	
female_wz340_body_003d			5#6#7	8
male_wz340_head_000d			3	
male_wz340_body_000d			5#6#7	8
male_wz340_head_001d			3	
male_wz340_body_001d			5#6#7	8
male_wz340_head_002d			3	
male_wz340_body_002d			5#6#7	8
male_wz340_head_003d			3	
male_wz340_body_003d			5#6#7	8
luoli_wz340_head_000d			3	
luoli_wz340_body_000d			5#6#7	8
luoli_wz340_head_001d			3	
luoli_wz340_body_001d			5#6#7	8
luoli_wz340_head_002d			3	
luoli_wz340_body_002d			5#6#7	8
luoli_wz340_head_003d			3	
luoli_wz340_body_003d			5#6#7	8
female_wz340_head_004d			3	
male_wz340_head_004d			3	
luoli_wz340_head_004d			3	
female_wz340_head_005d			3	
male_wz340_head_005d			3	
luoli_wz340_head_005d			3	
female_jh023_arm_000d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_000d.dds	6	
female_jh023_arm_001d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_001d.dds	6	
female_jh023_arm_002d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_002d.dds	6	
female_jh023_arm_003d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_003d.dds	6	
female_jh023_arm_100d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_100d.dds	6	
female_jh023_arm_101d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_101d.dds	6	
female_jh023_arm_102d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_102d.dds	6	
female_jh023_arm_103d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_103d.dds	6	
female_jh023_arm_200d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_200d.dds	6	
female_jh023_arm_201d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_201d.dds	6	
female_jh023_arm_202d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_202d.dds	6	
female_jh023_arm_203d	characters/female/models/female_jh023_arm.model	characters/female/textures/female_jh023_arm_203d.dds	6	
female_jh023_body_000d			5	
female_jh023_body_001d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_001d.dds	5	
female_jh023_body_002d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_002d.dds	5	
female_jh023_body_003d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_003d.dds	5	
female_jh023_body_100d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_100d.dds	5	
female_jh023_body_101d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_101d.dds	5	
female_jh023_body_102d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_102d.dds	5	
female_jh023_body_103d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_103d.dds	5	
female_jh023_body_200d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_200d.dds	5	
female_jh023_body_201d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_201d.dds	5	
female_jh023_body_202d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_202d.dds	5	
female_jh023_body_203d	characters/female/models/female_jh023_body.model	characters/female/textures/female_jh023_body_203d.dds	5	
female_jh023_head_000d	characters/female/models/female_jh023_head.model	characters/female/textures/female_jh023_head_000d.dds	3	
female_jh023_head_001d	characters/female/models/female_jh023_head.model	characters/female/textures/female_jh023_head_001d.dds	3	
female_jh023_head_002d	characters/female/models/female_jh023_head.model	characters/female/textures/female_jh023_head_002d.dds	3	
female_jh023_head_003d	characters/female/models/female_jh023_head.model	characters/female/textures/female_jh023_head_003d.dds	3	
female_jh023_head_100d	characters/female/models/female_jh023_head100.model	characters/female/textures/female_jh023_head100_000d.dds	3	
female_jh023_head_101d	characters/female/models/female_jh023_head100.model	characters/female/textures/female_jh023_head100_001d.dds	3	
female_jh023_head_102d	characters/female/models/female_jh023_head100.model	characters/female/textures/female_jh023_head100_002d.dds	3	
female_jh023_head_103d	characters/female/models/female_jh023_head100.model	characters/female/textures/female_jh023_head100_003d.dds	3	
female_jh023_head_200d	characters/female/models/female_jh023_head200.model	characters/female/textures/female_jh023_head200_000d.dds	3	
female_jh023_head_201d	characters/female/models/female_jh023_head200.model	characters/female/textures/female_jh023_head200_001d.dds	3	
female_jh023_head_202d	characters/female/models/female_jh023_head200.model	characters/female/textures/female_jh023_head200_002d.dds	3	
female_jh023_head_203d	characters/female/models/female_jh023_head200.model	characters/female/textures/female_jh023_head200_003d.dds	3	
female_jh023_leg_000d			7	
female_jh023_leg_001d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_001d.dds	7	
female_jh023_leg_002d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_002d.dds	7	
female_jh023_leg_003d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_003d.dds	7	
female_jh023_leg_100d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_004d.dds	7	
female_jh023_leg_101d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_101d.dds	7	
female_jh023_leg_102d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_102d.dds	7	
female_jh023_leg_103d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_103d.dds	7	
female_jh023_leg_200d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_200d.dds	7	
female_jh023_leg_201d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_201d.dds	7	
female_jh023_leg_202d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_202d.dds	7	
female_jh023_leg_203d	characters/female/models/female_jh023_leg.model	characters/female/textures/female_jh023_leg_203d.dds	7	
male_jh023_arm_000d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_000d.dds	6	
male_jh023_arm_001d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_001d.dds	6	
male_jh023_arm_002d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_002d.dds	6	
male_jh023_arm_003d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_003d.dds	6	
male_jh023_arm_100d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_100d.dds	6	
male_jh023_arm_101d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_101d.dds	6	
male_jh023_arm_102d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_102d.dds	6	
male_jh023_arm_103d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_103d.dds	6	
male_jh023_arm_200d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_200d.dds	6	
male_jh023_arm_201d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_201d.dds	6	
male_jh023_arm_202d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_202d.dds	6	
male_jh023_arm_203d	characters/male/models/male_jh023_arm.model	characters/male/textures/male_jh023_arm_203d.dds	6	
male_jh023_body_000d			5	
male_jh023_body_001d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_001d.dds	5	
male_jh023_body_002d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_002d.dds	5	
male_jh023_body_003d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_003d.dds	5	
male_jh023_body_100d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_100d.dds	5	
male_jh023_body_101d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_101d.dds	5	
male_jh023_body_102d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_102d.dds	5	
male_jh023_body_103d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_103d.dds	5	
male_jh023_body_200d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_200d.dds	5	
male_jh023_body_201d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_201d.dds	5	
male_jh023_body_202d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_202d.dds	5	
male_jh023_body_203d	characters/male/models/male_jh023_body.model	characters/male/textures/male_jh023_body_203d.dds	5	
male_jh023_head_000d	characters/male/models/male_jh023_head.model	characters/male/textures/male_jh023_head_000d.dds	3	
male_jh023_head_001d	characters/male/models/male_jh023_head.model	characters/male/textures/male_jh023_head_001d.dds	3	
male_jh023_head_002d	characters/male/models/male_jh023_head.model	characters/male/textures/male_jh023_head_002d.dds	3	
male_jh023_head_003d	characters/male/models/male_jh023_head.model	characters/male/textures/male_jh023_head_003d.dds	3	
male_jh023_head_100d	characters/male/models/male_jh023_head.100model	characters/male/textures/male_jh023_head100_000d.dds	3	
male_jh023_head_101d	characters/male/models/male_jh023_head.100model	characters/male/textures/male_jh023_head100_001d.dds	3	
male_jh023_head_102d	characters/male/models/male_jh023_head.100model	characters/male/textures/male_jh023_head100_002d.dds	3	
male_jh023_head_103d	characters/male/models/male_jh023_head.100model	characters/male/textures/male_jh023_head100_003d.dds	3	
male_jh023_head_200d	characters/male/models/male_jh023_head200.model	characters/male/textures/male_jh023_head200_000d.dds	3	
male_jh023_head_201d	characters/male/models/male_jh023_head200.model	characters/male/textures/male_jh023_head200_001d.dds	3	
male_jh023_head_202d	characters/male/models/male_jh023_head200.model	characters/male/textures/male_jh023_head200_002d.dds	3	
male_jh023_head_203d	characters/male/models/male_jh023_head200.model	characters/male/textures/male_jh023_head200_003d.dds	3	
male_jh023_leg_000d	characters/male/models/male_jh023_leg.model	characters/male/textures/male_jh023_leg_000d.dds	7	
