ID	model_path	model_texture	local_scale	weapon_type	model_parts	model_priority
ss004a_003	models/pendant/weapon/ss004a.model	models/pendant/weapon/Textures/ss004a_003d.dds		zf		
ss004a_004	models/pendant/weapon/ss004a.model	models/pendant/weapon/Textures/ss004a_004d.dds		zf		
ss005a_000	models/pendant/weapon/ss005a.model	models/pendant/weapon/Textures/ss005a_000d.dds		zf		
ss005a_001	models/pendant/weapon/ss005a.model	models/pendant/weapon/Textures/ss005a_001d.dds		zf		
ss005a_002	models/pendant/weapon/ss005a.model	models/pendant/weapon/Textures/ss005a_002d.dds		zf		
ss005a_003	models/pendant/weapon/ss005a.model	models/pendant/weapon/Textures/ss005a_003d.dds		zf		
ss005a_004	models/pendant/weapon/ss005a.model	models/pendant/weapon/Textures/ss005a_004d.dds		zf		
ss006a_000	models/pendant/weapon/ss006a.model	models/pendant/weapon/Textures/ss006a_000d.dds		zf		
ss006a_001	models/pendant/weapon/ss006a.model	models/pendant/weapon/Textures/ss006a_001d.dds		zf		
ss006a_002	models/pendant/weapon/ss006a.model	models/pendant/weapon/Textures/ss006a_002d.dds		zf		
ss007a_000	models/pendant/weapon/ss007a.model	models/pendant/weapon/Textures/ss007a_000d.dds		zf		
ss007a_001	models/pendant/weapon/ss007a.model	models/pendant/weapon/Textures/ss007a_001d.dds		zf		
ss007a_002	models/pendant/weapon/ss007a.model	models/pendant/weapon/Textures/ss007a_002d.dds		zf		
ss008a_000	models/pendant/weapon/ss008a.model	models/pendant/weapon/Textures/ss008a_000d.dds		zf		
ss008a_000_ss01	models/pendant/weapon/ss008a.model	models/pendant/weapon/Textures/ss008a_000d.dds		ss01		
ss008a_001	models/pendant/weapon/ss008a.model	models/pendant/weapon/Textures/ss008a_001d.dds		zf		
ss008a_002	models/pendant/weapon/ss008a.model	models/pendant/weapon/Textures/ss008a_002d.dds		zf		
ss009a_000	models/pendant/weapon/ss009a.model	models/pendant/weapon/Textures/ss009a_000d.dds		zf		
ss009a_000orange				zf		
ss009a_001	models/pendant/weapon/ss009a.model	models/pendant/weapon/Textures/ss009a_001d.dds		zf		
ss009a_002	models/pendant/weapon/ss009a.model	models/pendant/weapon/Textures/ss009a_002d.dds		zf		
ss009a_002orange				zf		
ss010a_000	models/pendant/weapon/ss010a.model	models/pendant/weapon/Textures/ss010a_000d.dds		zf		
ss010a_000orange				zf		
ss010a_001	models/pendant/weapon/ss010a.model	models/pendant/weapon/Textures/ss010a_001d.dds		zf		
ss010a_001_sj	models/pendant/weapon/ss010a.model	models/pendant/weapon/Textures/ss010a_001d.dds	0.5	sj		
ss010a_001_ss	models/pendant/weapon/ss010a.model	models/pendant/weapon/Textures/ss010a_001d.dds		ss		
ss010a_001orange				zf		
ss010a_002_ds				ds		
ss010a_002_sj			0.5	sj		
ss011a_000	models/pendant/weapon/ss011a.model	models/pendant/weapon/Textures/ss011a_000d.dds		zf		
ss011a_000orange				zf		
ss011a_001	models/pendant/weapon/ss011a.model	models/pendant/weapon/Textures/ss011a_001d.dds		zf		
ss011a_001orange				zf		
ss012a_000	models/pendant/weapon/ss012a.model	models/pendant/weapon/Textures/ss012a_000d.dds		zf		
ss013a_000	models/pendant/weapon/ss013a.model	models/pendant/weapon/Textures/ss013a_000d.dds		zf		
ss013a_000orange				zf		
ss018a_000				zf		
ss019a_000				zf		
ss020a_000	models/pendant/weapon/ss020a.model	models/pendant/weapon/Textures/ss020a_000d.dds		zf		
ss020a_001	models/pendant/weapon/ss020a.model	models/pendant/weapon/Textures/ss020a_001d.dds		zf		
ss020a_002	models/pendant/weapon/ss020a.model	models/pendant/weapon/Textures/ss020a_002d.dds		zf		
ss020a_003	models/pendant/weapon/ss020a.model	models/pendant/weapon/Textures/ss020a_003d.dds		zf		
ss021a_000				zf		
ss021a_001				zf		
ss021a_002				zf		
ss021a_003				zf		
ss022a_000	models/pendant/weapon/ss022a.model	models/pendant/weapon/Textures/ss022a_000d.dds		zf		
ss023a_000	models/pendant/weapon/ss023a.model	models/pendant/weapon/Textures/ss023a_000d.dds		zf		
ss023a_001	models/pendant/weapon/ss023a.model	models/pendant/weapon/Textures/ss023a_001d.dds		zf		
ss023a_002	models/pendant/weapon/ss023a.model	models/pendant/weapon/Textures/ss023a_002d.dds		zf		
ss023a_003	models/pendant/weapon/ss023a.model	models/pendant/weapon/Textures/ss023a_003d.dds		zf		
ss023a_003_boss				ss01		
ss023a_003_buff				ss01		
ss024a_000	models/pendant/weapon/ss024a.model	models/pendant/weapon/Textures/ss024a_000d.dds		zf		
ss024a_001	models/pendant/weapon/ss024a.model	models/pendant/weapon/Textures/ss024a_001d.dds		zf		
ss024a_002	models/pendant/weapon/ss024a.model	models/pendant/weapon/Textures/ss024a_002d.dds		zf		
ss024a_003	models/pendant/weapon/ss024a.model	models/pendant/weapon/Textures/ss024a_003d.dds		zf		
ss025a_000				zf		
ss025a_001	models/pendant/weapon/ss025a.model	models/pendant/weapon/Textures/ss025a_001d.dds		zf		
ss025a_002	models/pendant/weapon/ss025a.model	models/pendant/weapon/Textures/ss025a_002d.dds		zf		
ss025a_003	models/pendant/weapon/ss025a.model	models/pendant/weapon/Textures/ss025a_003d.dds		zf		
ss025a_004	models/pendant/weapon/ss025a.model	models/pendant/weapon/Textures/ss025a_004d.dds		zf		
ss025a_005	models/pendant/weapon/ss025a.model	models/pendant/weapon/Textures/ss025a_005d.dds		zf		
ss030a_000				zf		
ss030a_001				zf		
ss031a_000				zf		
ss032a_000	models/pendant/weapon/ss032a.model	models/pendant/weapon/Textures/ss032a_000d.dds		zf		
ss032a_001	models/pendant/weapon/ss032a.model	models/pendant/weapon/Textures/ss032a_001d.dds		zf		
ss032a_002	models/pendant/weapon/ss032a.model	models/pendant/weapon/Textures/ss032a_002d.dds		zf		
ss032a_003	models/pendant/weapon/ss032a.model	models/pendant/weapon/Textures/ss032a_003d.dds		zf		
ss032a_004	models/pendant/weapon/ss032a.model	models/pendant/weapon/Textures/ss032a_004d.dds		zf		
ss036a_000				zf		
ss036a_001				zf		
ss037a_000	models/pendant/weapon/ss037a.model	models/pendant/weapon/Textures/ss037a_000d.dds		zf		
ss037a_001	models/pendant/weapon/ss037a.model	models/pendant/weapon/Textures/ss037a_001d.dds		zf		
ss037a_002				zf		
ss037a_003	models/pendant/weapon/ss037a.model	models/pendant/weapon/Textures/ss037a_003d.dds		zf		
ss037a_004				zf		
ss037a_005	models/pendant/weapon/ss037a.model	models/pendant/weapon/Textures/ss037a_005d.dds		zf		
ss038a_000				zf		
ss038a_001	models/pendant/weapon/ss038a.model	models/pendant/weapon/Textures/ss038a_001d.dds		zf		
ss038a_002	models/pendant/weapon/ss038a.model	models/pendant/weapon/Textures/ss038a_002d.dds		zf		
ss038a_003				zf		
ss038a_004	models/pendant/weapon/ss038a.model	models/pendant/weapon/Textures/ss038a_004d.dds		zf		
ss038a_005	models/pendant/weapon/ss038a.model	models/pendant/weapon/Textures/ss038a_005d.dds		zf		
ss039a_000	models/pendant/weapon/ss039a.model	models/pendant/weapon/Textures/ss039a_000d.dds		zf		
ss039a_001	models/pendant/weapon/ss039a.model	models/pendant/weapon/Textures/ss039a_001d.dds		zf		
ss039a_002	models/pendant/weapon/ss039a.model	models/pendant/weapon/Textures/ss039a_002d.dds		zf		
ss039a_003	models/pendant/weapon/ss039a.model	models/pendant/weapon/Textures/ss039a_003d.dds		zf		
ss039a_004	models/pendant/weapon/ss039a.model	models/pendant/weapon/Textures/ss039a_004d.dds		zf		
ss039a_005	models/pendant/weapon/ss039a.model	models/pendant/weapon/Textures/ss039a_005d.dds		zf		
ss040a_000				zf		
ss044a_000				zf		
ss048a_000				zf		
ss048a_001				zf		
ss200a_000	models/pendant/weapon/ss200a.model	models/pendant/weapon/Textures/ss200a_000d.dds		zf		
ss201a_000	models/pendant/weapon/ss201a.model			zf		
ss300a_000	models/pendant/weapon/ss300a.model	models/pendant/weapon/Textures/ss300a_000d.dds		ss		
ss300a_000_ghost				ss		
ss301a_000	models/pendant/weapon/ss301a.model			ss		
ss302a_000	models/pendant/weapon/ss302a.model	models/pendant/weapon/Textures/ss302a_000d.dds		ss		
ss302a_000_sd	models/pendant/weapon/ss302a.model	models/pendant/weapon/Textures/ss302a_000d.dds		sd		
ss303a_000	models/pendant/weapon/ss303a.model	models/pendant/weapon/Textures/ss303a_000d.dds		ss		
ss304_000	models/pendant/weapon/ss304.model			zf		
ss304_001	models/pendant/weapon/ss304.model	models/pendant/weapon/Textures/ss304_001d.dds		zf		
ss304_001_boss	models/pendant/weapon/ss304.model	models/pendant/weapon/Textures/ss304_001d.dds		boss		
ss306a_000	models/pendant/weapon/ss306a.model		0.5	ss		
ss307a_000	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_000d.dds		ss		
ss307a_001	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_001d.dds		ss		
ss307a_002	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_002d.dds		ss		
ss307a_003	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_003d.dds		ss		
ss307a_000_sd	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_000d.dds		sd		
ss307a_001_sd	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_001d.dds		sd		
ss307a_002_sd	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_002d.dds		sd		
ss307a_003_sd	models/pendant/weapon/ss307a.model	models/pendant/weapon/Textures/ss307a_003d.dds		sd		
ss601a_000	models/pendant/weapon/ss601a.model	models/pendant/weapon/Textures/ss601a_000d.dds		zf		
ss601a_000_ss01	models/pendant/weapon/ss601a.model	models/pendant/weapon/Textures/ss601a_000d.dds		ss01		
ss602a_000	models/pendant/weapon/ss602a.model			zf		
st_010c_eff				tg		
st_010c_eff_1				tg		
st_010c_eff_2				tg		
st_021a_eff				tg		
st_021a_eff_1				tg		
st_021a_eff_2				tg		
st_023a_eff				tg		
st_023a_eff_1				tg		
st_023a_eff_2				tg		
st000a_000				tg		
st000a_000_1				tg		
st000a_000_2				tg		
st000a_001				tg		
st000a_001_1				tg		
st000a_001_2				tg		
st000a_002				tg		
st000a_002_1				tg		
st000a_002_2				tg		
st000a_003				tg		
st000a_003_1				tg		
st000a_003_2				tg		
st001a_000				tg		
st001a_000_1				tg		
st001a_000_2				tg		
st001a_001				tg		
st001a_001_1				tg		
st001a_001_2				tg		
st001a_002				tg		
st001a_002_1				tg		
st001a_002_2				tg		
st001a_003				tg		
st001a_003_1				tg		
st001a_003_2				tg		
st001a_004				tg		
st001a_004_1				tg		
st001a_004_2				tg		
st002a_000				tg		
st002a_000_1				tg		
st002a_000_2				tg		
st002a_001				tg		
st002a_001_1				tg		
st002a_001_2				tg		
st002a_002				tg		
st002a_002_1				tg		
st002a_002_2				tg		
st002a_003				tg		
st002a_003_1				tg		
st002a_003_2				tg		
st002a_004				tg		
st002a_004_1				tg		
st002a_004_2				tg		
st003a_000				tg		
st003a_000_1				tg		
st003a_000_2				tg		
st003a_001				tg		
st003a_001_1				tg		
st003a_001_2				tg		
st003a_002				tg		
st003a_002_1				tg		
st003a_002_2				tg		
st003a_003				tg		
st003a_003_1				tg		
st003a_003_2				tg		
st003a_004				tg		
st003a_004_1				tg		
st003a_004_2				tg		
st004a_000				tg		
st004a_000_1				tg		
st004a_000_2				tg		
st004a_001				tg		
st004a_001_1				tg		
st004a_001_2				tg		
st004a_002				tg		
st004a_002_1				tg		
st004a_002_2				tg		
st004a_003				tg		
st004a_003_1				tg		
st004a_003_2				tg		
st004a_004				tg		
st004a_004_1				tg		
st004a_004_2				tg		
st005a_000				tg		
st005a_000_1				tg		
st005a_000_2				tg		
st005a_001				tg		
st005a_001_1				tg		
st005a_001_2				tg		
st005a_002				tg		
st005a_002_1				tg		
st005a_002_2				tg		
st005a_003				tg		
st005a_003_1				tg		
st005a_003_2				tg		
st005a_004				tg		
st005a_004_1				tg		
st005a_004_2				tg		
st006a_000				tg		
st006a_000_1				tg		
st006a_000_2				tg		
st006a_001				tg		
st006a_001_1				tg		
st006a_001_2				tg		
st006a_002				tg		
st006a_002_1				tg		
st006a_002_2				tg		
st007a_000				tg		
st007a_000_1				tg		
st007a_000_2				tg		
st007a_001				tg		
st007a_001_1				tg		
st007a_001_2				tg		
st007a_002				tg		
st007a_002_1				tg		
st007a_002_2				tg		
st008a_000				tg		
st008a_000_1				tg		
st008a_000_2				tg		
st008a_001				tg		
st008a_001_1				tg		
st008a_001_2				tg		
st008a_002				tg		
st008a_002_1				tg		
st008a_002_2				tg		
st009a_000				tg		
st009a_000_1				tg		
st009a_000_2				tg		
st009a_001				tg		
st009a_001_1				tg		
st009a_001_2				tg		
st009a_002				tg		
st009a_002_1				tg		
st009a_002_2				tg		
st010a_000				tg		
st010a_000_1				tg		
st010a_000_2				tg		
st010a_000orange				tg		
st010a_000orange_1				tg		
st010a_000orange_2				tg		
st010a_001				tg		
st010a_001_1				tg		
st010a_001_2				tg		
st010a_001orange				tg		
st010a_001orange_1				tg		
st010a_001orange_2				tg		
st011a_000orange				tg		
st011a_000orange_1				tg		
st011a_000orange_2				tg		
st011a_001orange				tg		
st011a_001orange_1				tg		
st011a_001orange_2				tg		
st012a_000				tg		
st012a_000_1				tg		
st012a_000_2				tg		
st013a_000				tg		
st013a_000_1				tg		
st013a_000_2				tg		
st013a_000orange				tg		
st013a_000orange_1				tg		
st013a_000orange_2				tg		
st013a_001orange				tg		
st013a_001orange_1				tg		
st013a_001orange_2				tg		
st014a_000				tg		
st014a_000_1				tg		
st014a_000_2				tg		
st015a_000				tg		
st015a_000_1				tg		
st015a_000_2				tg		
st020a_000				tg		
st020a_000_1				tg		
st020a_000_2				tg		
st020a_001				tg		
st020a_001_1				tg		
st020a_001_2				tg		
st020a_002				tg		
st020a_002_1				tg		
st020a_002_2				tg		
st020a_003				tg		
st020a_003_1				tg		
st020a_003_2				tg		
st021a_000				tg		
st021a_000_1				tg		
st021a_000_2				tg		
st021a_001				tg		
st021a_001_1				tg		
st021a_001_2				tg		
st021a_002				tg		
st021a_002_1				tg		
st021a_002_2				tg		
st021a_003				tg		
st021a_003_1				tg		
st021a_003_2				tg		
st022a_000				tg		
st022a_000_1				tg		
st022a_000_2				tg		
st023a_000				tg		
st023a_000_1				tg		
st023a_000_2				tg		
st023a_001				tg		
st023a_001_1				tg		
st023a_001_2				tg		
st023a_002				tg		
st023a_002_1				tg		
st023a_002_2				tg		
st023a_002_long				hrtg		
st023a_003				tg		
st023a_003_1				tg		
st023a_003_2				tg		
st023a_003_long				hrtg		
st023a_1_003				hrtg		
st023a_2_003				hrtg		
st024a_000				tg		
st024a_000_1				tg		
st024a_000_2				tg		
st024a_001				tg		
st024a_001_1				tg		
st024a_001_2				tg		
st024a_002				tg		
st024a_002_1				tg		
st024a_002_2				tg		
st024a_003				tg		
st024a_003_1				tg		
st024a_003_2				tg		
st025a_000				tg		
st025a_000_1				tg		
st025a_000_2				tg		
st025a_001				tg		
st025a_001_1				tg		
st025a_001_2				tg		
st025a_002				tg		
st025a_002_1				tg		
st025a_002_2				tg		
st025a_003				tg		
st025a_003_1				tg		
st025a_003_2				tg		
st025a_004				tg		
st025a_004_1				tg		
st025a_004_2				tg		
st025a_005				tg		
st025a_005_1				tg		
st025a_005_2				tg		
st030a_000				tg		
st030a_000_1				tg		
st030a_000_2				tg		
st030a_001				tg		
st030a_001_1				tg		
st030a_001_2				tg		
st031a_000				tg		
st031a_000_1				tg		
st031a_000_2				tg		
st032a_000				tg		
st032a_000_1				tg		
st032a_000_2				tg		
st032a_001				tg		
st032a_001_1				tg		
st032a_001_2				tg		
st032a_002				tg		
st032a_002_1				tg		
st032a_002_2				tg		
st032a_003				tg		
st032a_003_1				tg		
st032a_003_2				tg		
st032a_004				tg		
st032a_004_1				tg		
st032a_004_2				tg		
st036a_000				tg		
st036a_000_1				tg		
st036a_000_2				tg		
st036a_001				tg		
st036a_001_1				tg		
st036a_001_2				tg		
st037a_000				tg		
st037a_000_1				tg		
st037a_000_2				tg		
st037a_001				tg		
st037a_001_1				tg		
st037a_001_2				tg		
st037a_002				tg		
st037a_002_1				tg		
st037a_002_2				tg		
st037a_003				tg		
st037a_003_1				tg		
st037a_003_2				tg		
st037a_004				tg		
st037a_004_1				tg		
st037a_004_2				tg		
st037a_005				tg		
st037a_005_1				tg		
st037a_005_2				tg		
st038a_000				tg		
st038a_000_1				tg		
st038a_000_2				tg		
st038a_001				tg		
st038a_001_1				tg		
st038a_001_2				tg		
st038a_002				tg		
st038a_002_1				tg		
st038a_002_2				tg		
st038a_003				tg		
st038a_003_1				tg		
st038a_003_2				tg		
st038a_004				tg		
st038a_004_1				tg		
st038a_004_2				tg		
st038a_005				tg		
st038a_005_1				tg		
st038a_005_2				tg		
st039a_000				tg		
st039a_000_1				tg		
st039a_000_2				tg		
st039a_001				tg		
st039a_001_1				tg		
st039a_001_2				tg		
st039a_002				tg		
st039a_002_1				tg		
st039a_002_2				tg		
st039a_003				tg		
st039a_003_1				tg		
st039a_003_2				tg		
st039a_004				tg		
st039a_004_1				tg		
st039a_004_2				tg		
st039a_005				tg		
st039a_005_1				tg		
st039a_005_2				tg		
st040a_000				tg		
st040a_000_1				tg		
st040a_000_2				tg		
st044a_000				tg		
st044a_000_1				tg		
st044a_000_2				tg		
st048a_000				tg		
st048a_000_1				tg		
st048a_000_2				tg		
st048a_001				tg		
st048a_001_1				tg		
st048a_001_2				tg		
st200a_1	models/pendant/weapon/st200a_1.model					
st200a_long	models/pendant/weapon/st200a_long.model			tg		
st200a_long_hrtg	models/pendant/weapon/st200a_long.model			hrtg		
st203a_000				tg		
st203a_000_cb				cb		
st601a_000				tg		
st601a_000_1				tg		
st601a_000_2				tg		
st602a_000				tg		
st602a_000_1				tg		
st602a_000_2				tg		
stick_001a_01						
sword_005a_01				ds		
sword_006a_01	models/pendant/weapon/sword_006a.model			ds		
sz316a_000	models/pendant/weapon/sz316a.model			sz		
sz317a_000	models/pendant/weapon/sz317a.model			sz		
sz317a_000_boss			1.4	sz		
sz317a_000_hml			1.4	sz		
sz317a_fbirdman_queen				sz		
sz318a_000				sz		
sz318a_001				sz		
wd000a_000_a	models/pendant/weapon/wd000a_a.model			wd01		
wd000a_000_b	models/pendant/weapon/wd000a_b.model			wd01		
wd000a_000_a_ghost				wd01		
wd000a_000_b_ghost				wd01		
wd000a_000_a_sj				sj		
wd000a_000_a_ghost_sj				sj		
wd001a_000_a	models/pendant/weapon/wd001a_a.model			wd01		
wd001a_000_b	models/pendant/weapon/wd001a_b.model			wd01		
wd001a_000_a_sj	models/pendant/weapon/wd001a_a.model			sj		
whip_001a_01						
wp_pl400a	models/pendant/weapon/wp_pl401a_000.model			dz		
wp_pl400b	models/pendant/weapon/wp_pl401a_000_mopher.model			dz		
yg_000_001				fish		
yg_000_002				fish		
yg_001_001				fish		
yg_002_001				fish		
yg_003_001				fish		
ds003a_yixu				yj		
nil_boss	characters/nil/models/nil.model			boss		
nil_cf				cf		
cf301a_000_sd	models/pendant/weapon/cf301a.model	models/pendant/weapon/Textures/cf301a_000d.dds		sd		
cf332a_01_sd				sd		
st202a_000				tg		
st202a_000_1				tg		
st202a_000_2				tg		
sz318a_001_ghost				sz		
dz100a_000_ghost				dz		
cb335a_000_ytq				cb		
ds346a_001_001				ds02		
ds346a_001_002				ds02		
ds346a_001_003				ds02		
wd000a_000_02_a	models/pendant/weapon/wd000a_a.model			wd02		
wd000a_000_02_b	models/pendant/weapon/wd000a_b.model			wd02		
ds002a_003_ds				ds		
ds000a_000_ds	models/pendant/weapon/ds000a.model	models/pendant/weapon/Textures/ds000a_000d.dds		ds		
ds007a_001_ds				ds		
ds007b	models/pendant/weapon/ds007b.model			ds		
nil_cd				cd		
cf338a_000_fire_l1				golem		
sz317a_fbirdman_queen_ghost				sz		
gn308a_000_ghost				gn		
cb208a_000	models/pendant/weapon/cb208a.model			cb		
cb208a_001	models/pendant/weapon/cb208a.model	models/pendant/weapon/Textures/cb208a_001d.dds		cb		
cb208a_002	models/pendant/weapon/cb208a.model	models/pendant/weapon/Textures/cb208a_002d.dds		cb		
cf330a_000	models/pendant/weapon/cf330a.model			cf		
cf330a_001	models/pendant/weapon/cf330a.model	models/pendant/weapon/Textures/cf330a_001d.dds		cf		
cf330a_002	models/pendant/weapon/cf330a.model	models/pendant/weapon/Textures/cf330a_002d.dds		cf		
fz201a_000	models/pendant/weapon/fz201a.model			fz		
fz201a_001	models/pendant/weapon/fz201a.model	models/pendant/weapon/Textures/fz201a_001d.dds		fz		
fz201a_002	models/pendant/weapon/fz201a.model	models/pendant/weapon/Textures/fz201a_002d.dds		fz		
fz201a_003	models/pendant/weapon/fz201a.model	models/pendant/weapon/Textures/fz201a_003d.dds		fz		
fz202a_000	models/pendant/weapon/fz202a.model			fz		
fz202a_001	models/pendant/weapon/fz202a.model	models/pendant/weapon/Textures/fz202a_001d.dds		fz		
fz202a_002	models/pendant/weapon/fz202a.model	models/pendant/weapon/Textures/fz202a_002d.dds		fz		
fz202a_003	models/pendant/weapon/fz202a.model	models/pendant/weapon/Textures/fz202a_003d.dds		fz		
fz203a_000	models/pendant/weapon/fz203a.model			fz		
fz203a_001	models/pendant/weapon/fz203a.model	models/pendant/weapon/Textures/fz203a_001d.dds		fz		
fz203a_002	models/pendant/weapon/fz203a.model	models/pendant/weapon/Textures/fz203a_002d.dds		fz		
gn309a_000	models/pendant/weapon/gn309a.model			gn		
gn309a_001	models/pendant/weapon/gn309a.model	models/pendant/weapon/Textures/gn309a_001d.dds		gn		
gn309a_002	models/pendant/weapon/gn309a.model	models/pendant/weapon/Textures/gn309a_002d.dds		gn		
wd000b_000	models/pendant/weapon/wd000b_a.model			wd01		
ds302a_000	models/pendant/weapon/ds302a.model			ds		
ds302a_001	models/pendant/weapon/ds302a.model	models/pendant/weapon/Textures/ds302a_001d.dds		ds		
ds302a_002	models/pendant/weapon/ds302a.model	models/pendant/weapon/Textures/ds302a_002d.dds		ds		
ss203a_000	models/pendant/weapon/ss203a.model			ss		
ss203a_001	models/pendant/weapon/ss203a.model	models/pendant/weapon/Textures/ss203a_001d.dds		ss		
ss203a_002	models/pendant/weapon/ss203a.model	models/pendant/weapon/Textures/ss203a_002d.dds		ss		
fz204a_000				fz		
fz331a_000				fz		
gn301a_sy				gn		
fz204a_000_ghost				fz		
fz202a_000_ghost				fz		
wd000b_000_02_a	models/pendant/weapon/wd000b_a.model			wd02		
wd000b_000_02_b	models/pendant/weapon/wd000b_b.model			wd02		
gn309a_sy				gn		
nil_fb01	characters/nil/models/nil.model			fb01		
wd001a_000_a_ds	models/pendant/weapon/wd001a_a.model			ds		
fz205a				fz		
fq205a				fq		
nil_ds01	characters/nil/models/nil.model			ds01		
nil_ld	characters/nil/models/nil.model			ld		
nil_sz	characters/nil/models/nil.model			sz		
nil_dz	characters/nil/models/nil.model			dz		
nil_sj	characters/nil/models/nil.model			sj		
nil_ss	characters/nil/models/nil.model			ss		
wd000a_a_txjyrs				wd01		
nil_gzw304_dz				dz		
nil_mf	characters/nil/models/nil.model			mf		
nil_hh	characters/nil/models/nil.model			hh		
ss202a_001				ss		
cd303a_000_a_transform				cd		
cd020a_004_b_transform				cd		
ld005a_002d	models/pendant/weapon/ld005a.model	models/pendant/weapon/Textures/ld005a_002d.dds		ld		
ld004a_000d	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_000d.dds		ld		
ld004a_001d	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_001d.dds		ld		
ld004a_002d	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_002d.dds		ld		
ld004a_003d	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_003d.dds		ld		
ld004a_004d	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_004d.dds		ld		
ss309a_000				ds		
dun309a_000				dun		
ld304a_000				ld		
cf339a_000_zwc				ss01		
ds345a_zwc				ds		
fz_wy	characters/nil/models/nil.model			fz		
ds350a_000				ds01		
fz251a_000				fz		
ld251a_000	models/pendant/weapon/ld251a.model			ld		
cf305a_000	models/pendant/weapon/cf305a.model			cf		
cf305a_001	models/pendant/weapon/cf305a.model	models/pendant/weapon/Textures/cf305a_001d.dds		cf		
cf305a_002	models/pendant/weapon/cf305a.model	models/pendant/weapon/Textures/cf305a_002d.dds		cf		
fz205a_001				fz		
ds003a_001_ds01	models/pendant/weapon/ds003a.model	models/pendant/weapon/Textures/ds003a_001d.dds		ds01		
nil_wd				wd01		
ld009a_002_jishengagl				ld		
nil_wd01				wd01		
fz012a_syd	models/pendant/weapon/fz012a.model	models/pendant/weapon/Textures/fz012a_000d.dds		fz		
cb300a_003_test				cb		
lz001a_000				lk		
qin025a_005_yyx				qin		
fz252a_000				fz		
lz044a_000				lk		
lz044a_000_1				lk		
ds602a_007	models/pendant/weapon/ds602a.model			ds02		
hh602_007	models/pendant/weapon/hh602a.model			fb01		
lz000a_000				lk		
lz000a_000_1				lk		
lz000a_001				lk		
lz000a_001_1				lk		
lz000a_002				lk		
lz000a_002_1				lk		
lz000a_003				lk		
lz000a_003_1				lk		
lz001a_000_1				lk		
lz003a_000				lk		
lz003a_000_1				lk		
lz037a_000				lk		
lz037a_000_1				lk		
lz037a_001				lk		
lz037a_001_1				lk		
lz037a_002				lk		
lz037a_002_1				lk		
lz037a_003				lk		
lz037a_003_1				lk		
lz037a_004				lk		
lz037a_004_1				lk		
lz037a_005				lk		
lz037a_005_1				lk		
lz048a_000				lk		
lz048a_000_1				lk		
lz048a_001				lk		
lz048a_001_1				lk		
lz601a_000				lk		
lz601a_000_1				lk		
lz602a_000				lk		
lz602a_000_1				lk		
rb101_000				rb		
rb102_000_l1				rb		
rb102_001_l1				rb		
rb102_002_l1				rb		
rb102_000_l2				rb		
rb102_001_l2				rb		
rb102_002_l2				rb		
ss005_boss_l1_ds				ds		
hh602_007_fq	models/pendant/weapon/hh602a.model			fq		
gong_liposuo				gong		
ld302a_000_cb	models/pendant/weapon/ld302a.model			cb		
ss204a_000_l1_ds				ds		
ss204a_000_l2_ds				ds		
ss204a_001_l1_ds				ds		
ss204a_001_l2_ds				ds		
ss204a_002_l1_ds				ds		
ss204a_002_l2_ds				ds		
ss204a_003_l1_ds				ds		
ss204a_003_l2_ds				ds		
ss204a_004_l1_ds				ds		
ss204a_004_l2_ds				ds		
ss204a_005_l1_ds				ds		
ss204a_005_l2_ds				ds		
ss204a_000_l1				ss		
ss204a_000_l2				ss		
ss204a_001_l1				ss		
ss204a_001_l2				ss		
ss204a_002_l1				ss		
ss204a_002_l2				ss		
ss204a_003_l1				ss		
ss204a_003_l2				ss		
ss204a_004_l1				ss		
ss204a_004_l2				ss		
ss204a_005_l1				ss		
ss204a_005_l2				ss		
cb340a_000_l1				cb		
cb340a_000_l2				cb		
cb340a_001_l1				cb		
cb340a_001_l2				cb		
cb340a_002_l1				cb		
cb340a_002_l2				cb		
dq310a_000_l1				dq		
dq310a_001_l1				dq		
dq310a_002_l1				dq		
dq310a_000_l2				dq		
dq310a_001_l2				dq		
dq310a_002_l2				dq		
gn310a_000	models/pendant/weapon/gn310a.model			gn		
gn310a_001	models/pendant/weapon/gn310a.model	models/pendant/weapon/Textures/gn310a_001d.dds		gn		
gn310a_002	models/pendant/weapon/gn310a.model	models/pendant/weapon/Textures/gn310a_002d.dds		gn		
cb340a_stone_000_l2				cb		
ds211a_000_l1				ds02		
dun311a_000	models/pendant/weapon/dun311a.model			dun		
dun311a_001	models/pendant/weapon/dun311a.model	models/pendant/weapon/Textures/dun311a_001d.dds		dun		
