ActionName	type
鸟妖大王_小龙卷风_fz_c	通用战斗
鸟妖大王_小龙卷风_fz_d	通用战斗
鸟妖大王_小龙卷风_fz_e	通用战斗
鸟妖大王_小龙卷风_ks_a	通用战斗
鸟妖大王_小龙卷风_ks_b	通用战斗
鸟妖大王_小龙卷风_ks_c	通用战斗
鸟妖大王_小龙卷风_ks_e	通用战斗
鸟妖大王_一飞冲天_fz_a	通用战斗
鸟妖大王_一飞冲天_fz_b	通用战斗
鸟妖大王_一飞冲天_fz_c	通用战斗
鸟妖大王_招出图腾_ks_c	通用战斗
鸟妖大王_正面射毛_fz_a	通用战斗
鸟妖大王_正面射毛_fz_b	通用战斗
鸟妖大王_正面射毛_fz_c	通用战斗
鸟妖大王_正面射毛_fz_e	通用战斗
鸟妖大王_指向远方_fz_c	通用战斗
鸟妖大王_追踪羽毛_ks_a	通用战斗
鸟妖大王_追踪羽毛_ks_b	通用战斗
鸟妖大王_追踪羽毛_ks_c	通用战斗
鸟妖大王_追踪羽毛_ks_d	通用战斗
鸟妖大王_追踪羽毛_ks_e	通用战斗
鸟妖弟弟_c05_qr_妙法束缚	通用战斗
鸟妖弟弟_c05_qr_御剑束缚	通用战斗
怒火石灵_吹飞_a	通用战斗
怒火石灵_吹飞_b	通用战斗
怒火石灵_吹飞_c	通用战斗
怒火石灵_吹飞_d	通用战斗
怒火石灵_吹飞_e	通用战斗
怒火石灵_狂乱打击_a	通用战斗
怒火石灵_狂乱打击_b	通用战斗
怒火石灵_狂乱打击_c	通用战斗
怒火石灵_狂乱打击_d	通用战斗
怒火石灵_狂乱打击_e	通用战斗
怒火石灵_落石_a	通用战斗
怒火石灵_落石_b	通用战斗
怒火石灵_落石_c	通用战斗
怒火石灵_落石_d	通用战斗
怒火石灵_落石_e	通用战斗
怒火石灵_碾压_a	通用战斗
怒火石灵_碾压_b	通用战斗
怒火石灵_碾压_c	通用战斗
怒火石灵_碾压_d	通用战斗
怒火石灵_碾压_e	通用战斗
怒火石灵_普攻_c	通用战斗
怒火石灵_普攻a_c	通用战斗
怒火石灵_普攻b_c	通用战斗
女鸟妖_普攻_sz_c	通用战斗
女鸟妖_普攻a_sz_c	通用战斗
女鸟妖_普攻b_sz_c	通用战斗
女鸟妖_旋风_sz_a	通用战斗
女鸟妖_旋风_sz_c	通用战斗
女鸟妖_旋风_sz_e	通用战斗
拍手击掌	通用战斗
盘腿坐地_a	通用战斗
盘腿坐地_b	通用战斗
盘腿坐地待机	通用战斗
屏羿跳舞_cb	通用战斗
破霸体表现_a	通用战斗
破霸体表现_b	通用战斗
破霸体表现_c	通用战斗
破坏的采集器	通用战斗
菩提香	通用战斗
戚少表演_CG_fall001b_ds	通用战斗
戚少表演_CG_fight002_ds	通用战斗
戚少表演_CG_provoke_ds	通用战斗
戚少表演_CG_talk_007_ds	通用战斗
戚少表演_CG_talk_010_ds	通用战斗
戚少表演_定格_jol07_ds	通用战斗
戚少定格_CG_fall001b_ds	通用战斗
戚少定格_ds	通用战斗
戚少定格_yj	通用战斗
启动	通用战斗
启动后待机	通用战斗
强力攻击_ss_a	通用战斗
强力攻击_ss_b	通用战斗
强力攻击_ss_c	通用战斗
强力光束_a	通用战斗
强力光束_b	通用战斗
强力光束_c	通用战斗
强力光束_d	通用战斗
强力光束_e	通用战斗
琴音攻击_a	通用战斗
琴音攻击_b	通用战斗
琴音攻击_c	通用战斗
青灯定格1	通用战斗
青灯定格2	通用战斗
青灯符咒_a	通用战斗
青灯符咒_b	通用战斗
青灯接引法阵	通用战斗
青灯施法_a	通用战斗
青灯施法_b	通用战斗
青灯施法_c	通用战斗
青灯施法_d	通用战斗
青灯施法表演	通用战斗
青灯芯出现	通用战斗
青灯芯法阵	通用战斗
青灯芯雷击_a	通用战斗
青灯芯雷击_b	通用战斗
青灯芯雷击_c	通用战斗
青灯芯雷击_d	通用战斗
青灯芯雷击_e	通用战斗
青灯引路	通用战斗
青灯罩_a	通用战斗
青灯罩_b	通用战斗
青灯罩_c	通用战斗
青崖表演技能001_01_zf	通用战斗
青崖表演技能001_02_zf	通用战斗
青崖表演技能001_03_zf	通用战斗
青崖表演技能001_04_zf	通用战斗
青崖表演技能002_01_zf	通用战斗
青崖表演技能002_02_zf	通用战斗
青崖表演技能002_03_zf	通用战斗
青崖表演技能002_07_zf	通用战斗
青崖攻击_z57_c	通用战斗
青崖攻击_z57a_c	通用战斗
青崖攻击_z57b_c	通用战斗
青崖攻击_z65_c	通用战斗
青崖回血_z75	通用战斗
青崖流血技能_z58_c	通用战斗
青崖终结技_z60_c	通用战斗
清除气盾_a	通用战斗
清除气盾_b	通用战斗
清除气盾_c	通用战斗
清除气盾小_a	通用战斗
清除气盾小_b	通用战斗
清除气盾小_c	通用战斗
清都弹琴	通用战斗
清凉蛤蟆_连续攻击_a	通用战斗
清凉蛤蟆_连续攻击_b	通用战斗
清凉蛤蟆_连续攻击_c	通用战斗
清凉蛤蟆_连续攻击_d	通用战斗
清凉蛤蟆_连续攻击_e	通用战斗
清凉蛤蟆_连续跳跃	通用战斗
清凉蛤蟆_普攻_c	通用战斗
清凉蛤蟆_普攻a_c	通用战斗
清凉蛤蟆_普攻b_c	通用战斗
清凉蛤蟆_跳跃攻击_a	通用战斗
清凉蛤蟆_跳跃攻击_b	通用战斗
清凉蛤蟆_跳跃攻击_c	通用战斗
清凉蛤蟆_跳跃攻击_d	通用战斗
清凉蛤蟆_跳跃攻击_e	通用战斗
清凉蛤蟆_跳跃攻击引爆_a	通用战斗
清凉蛤蟆_跳跃攻击引爆_b	通用战斗
清凉蛤蟆_跳跃攻击引爆_c	通用战斗
清凉蛤蟆_跳跃攻击引爆_d	通用战斗
清凉蛤蟆_跳跃攻击引爆_e	通用战斗
清凉蛤蟆_旋风斩_a	通用战斗
清凉蛤蟆_旋风斩_b	通用战斗
清凉蛤蟆_旋风斩_c	通用战斗
清凉蛤蟆_旋风斩_d	通用战斗
清凉蛤蟆_旋风斩_e	通用战斗
清凉蛤蟆_直线攻击_a	通用战斗
清凉蛤蟆_直线攻击_b	通用战斗
清凉蛤蟆_直线攻击_c	通用战斗
清凉蛤蟆_直线攻击_d	通用战斗
清凉蛤蟆_直线攻击_e	通用战斗
清凉蜘蛛_大招	通用战斗
清凉蜘蛛_毒球攻击_a	通用战斗
清凉蜘蛛_毒球攻击_c	通用战斗
清凉蜘蛛_毒球攻击_e	通用战斗
清凉蜘蛛_范围攻击_a	通用战斗
清凉蜘蛛_范围攻击_b	通用战斗
清凉蜘蛛_范围攻击_c	通用战斗
清凉蜘蛛_范围攻击_d	通用战斗
清凉蜘蛛_范围攻击_e	通用战斗
清凉蜘蛛_连续攻击_a	通用战斗
清凉蜘蛛_连续攻击_b	通用战斗
清凉蜘蛛_连续攻击_c	通用战斗
清凉蜘蛛_连续攻击_d	通用战斗
清凉蜘蛛_连续攻击_e	通用战斗
清凉蜘蛛_普攻_c	通用战斗
清凉蜘蛛_普攻a_c	通用战斗
清凉蜘蛛_普攻b_c	通用战斗
清凉蜘蛛_强力攻击_a	通用战斗
清凉蜘蛛_强力攻击_b	通用战斗
清凉蜘蛛_强力攻击_c	通用战斗
清凉蜘蛛_强力攻击_d	通用战斗
清凉蜘蛛_强力攻击_e	通用战斗
清凉蜘蛛_束缚攻击_a	通用战斗
清凉蜘蛛_束缚攻击_c	通用战斗
清凉蜘蛛_束缚攻击_e	通用战斗
清凉蜘蛛_远程攻击_a	通用战斗
清凉蜘蛛_远程攻击_b	通用战斗
清凉蜘蛛_远程攻击_c	通用战斗
清凉蜘蛛_远程攻击_d	通用战斗
清凉蜘蛛_远程攻击_e	通用战斗
清凉蜘蛛_钻地_a	通用战斗
清凉蜘蛛_钻地_b	通用战斗
清凉蜘蛛_钻地_c	通用战斗
清凉蜘蛛_钻地_d	通用战斗
清凉蜘蛛_钻地_e	通用战斗
秋荧_渡魂_cd	通用战斗
秋荧_遁术_cd_a	通用战斗
秋荧_遁术_cd_b	通用战斗
秋荧_遁术_cd_c	通用战斗
秋荧_环身斩_cd_a	通用战斗
秋荧_环身斩_cd_b	通用战斗
秋荧_环身斩_cd_c	通用战斗
秋荧_环身斩_cd_d	通用战斗
秋荧_环身斩_cd_e	通用战斗
秋荧_近战连击_cd_a	通用战斗
秋荧_近战连击_cd_b	通用战斗
秋荧_近战连击_cd_c	通用战斗
秋荧_近战连击_cd_d	通用战斗
秋荧_近战连击_cd_e	通用战斗
秋荧_雷法_cd_a	通用战斗
秋荧_雷法_cd_b	通用战斗
秋荧_雷法_cd_c	通用战斗
秋荧_雷法_cd_d	通用战斗
秋荧_雷法_cd_e	通用战斗
秋荧_普攻_cd_c	通用战斗
秋荧_普攻a_cd_c	通用战斗
秋荧_普攻b_cd_c	通用战斗
秋荧_挑刺_cd_a	通用战斗
秋荧_挑刺_cd_b	通用战斗
秋荧_挑刺_cd_c	通用战斗
秋荧_挑刺_cd_d	通用战斗
秋荧_挑刺_cd_e	通用战斗
秋荧_吸收魂魄_cd_a	通用战斗
秋荧_吸收魂魄_cd_b	通用战斗
秋荧_吸收魂魄_cd_c	通用战斗
秋荧_右突刺_cd_a	通用战斗
秋荧_右突刺_cd_b	通用战斗
秋荧_右突刺_cd_c	通用战斗
秋荧_右突刺_cd_d	通用战斗
秋荧_右突刺_cd_e	通用战斗
秋荧_直线突刺_cd_a	通用战斗
秋荧_直线突刺_cd_b	通用战斗
秋荧_直线突刺_cd_c	通用战斗
秋荧_直线突刺_cd_d	通用战斗
秋荧_直线突刺_cd_e	通用战斗
秋荧_重击_cd_a	通用战斗
秋荧_重击_cd_b	通用战斗
秋荧_重击_cd_c	通用战斗
秋荧_重击_cd_d	通用战斗
秋荧_重击_cd_e	通用战斗
秋荧_左突刺_cd_a	通用战斗
秋荧_左突刺_cd_b	通用战斗
秋荧_左突刺_cd_c	通用战斗
秋荧_左突刺_cd_d	通用战斗
秋荧_左突刺_cd_e	通用战斗
秋荧小怪_发射冤魂_c	通用战斗
秋荧小怪_连续爪击_a	通用战斗
秋荧小怪_连续爪击_b	通用战斗
秋荧小怪_连续爪击_c	通用战斗
秋荧小怪_连续爪击_d	通用战斗
秋荧小怪_连续爪击_e	通用战斗
秋荧小怪_扑倒_ks_a	通用战斗
秋荧小怪_扑倒_ks_b	通用战斗
秋荧小怪_扑倒_ks_c	通用战斗
秋荧小怪_扑倒_ks_d	通用战斗
秋荧小怪_扑倒_ks_e	通用战斗
秋荧小怪_通用出现	通用战斗
秋荧小怪_通用出现_c	通用战斗
秋荧小怪_阴气弹_a	通用战斗
秋荧小怪_阴气弹_b	通用战斗
秋荧小怪_阴气弹_c	通用战斗
秋荧小怪_阴气弹_d	通用战斗
秋荧小怪_阴气弹_e	通用战斗
秋荧小怪_幽蓝普攻_c	通用战斗
秋荧小怪_幽蓝普攻_ks_c	通用战斗
秋荧小怪_幽蓝普攻a_c	通用战斗
秋荧小怪_幽蓝普攻a_ks_c	通用战斗
秋荧小怪_幽蓝普攻b_c	通用战斗
秋荧小怪_幽蓝普攻b_ks_c	通用战斗
秋荧小怪_冤魂释放_a	通用战斗
秋荧小怪_冤魂释放_b	通用战斗
秋荧小怪_冤魂释放_c	通用战斗
秋荧小怪_冤魂释放_d	通用战斗
秋荧小怪_冤魂释放_e	通用战斗
曲小惜表演_神一道天施法b	通用战斗
曲小惜施法_a	通用战斗
曲小惜施法_b	通用战斗
曲小惜施法_c	通用战斗
群妖攻山邪气法阵	通用战斗
群妖攻山邪气法阵爆炸	通用战斗
溶解消失_cb	通用战斗
溶解消失_ds	通用战斗
溶解消失06_ds	通用战斗
溶解消失07_ds	通用战斗
溶解消失08_ds	通用战斗
三头狗_冲撞_a	通用战斗
三头狗_冲撞_b	通用战斗
三头狗_冲撞_c	通用战斗
三头狗_冲撞_e	通用战斗
三头狗_毒液蛋_a	通用战斗
三头狗_毒液蛋_c	通用战斗
三头狗_毒液蛋_e	通用战斗
三头狗_毒液喷射_a	通用战斗
三头狗_毒液喷射_c	通用战斗
三头狗_毒液喷射_e	通用战斗
三头狗_疯狂撕咬_a	通用战斗
三头狗_疯狂撕咬_c	通用战斗
三头狗_疯狂撕咬_e	通用战斗
三头狗_吼叫_a	通用战斗
三头狗_吼叫_c	通用战斗
三头狗_吼叫_e	通用战斗
三头狗_剧毒弹_a	通用战斗
三头狗_剧毒弹_c	通用战斗
三头狗_剧毒弹_e	通用战斗
三头狗_扑咬_a	通用战斗
三头狗_扑咬_c	通用战斗
三头狗_扑咬_e	通用战斗
三头狗_普攻_c	通用战斗
三头狗_普攻a_c	通用战斗
三头狗_普攻b_c	通用战斗
三头狗_跳击_a	通用战斗
三头狗_跳击_c	通用战斗
三头狗_跳击_e	通用战斗
闪避_cg	通用战斗
闪避_mz	通用战斗
射线冲击_a	通用战斗
射线冲击_b	通用战斗
射线冲击_c	通用战斗
射线冲击_d	通用战斗
射线冲击_e	通用战斗
身体挂载特效	通用战斗
神一道天出现	通用战斗
神一道天传送阵	通用战斗
神一道天法阵	通用战斗
神一道天高级法阵	通用战斗
神一道天华表封印	通用战斗
神一道天检查金吾卫a	通用战斗
神一道天检查金吾卫b	通用战斗
神一道天结界	通用战斗
神一道天炼形台封印	通用战斗
神一道天施法	通用战斗
神一道天施法a	通用战斗
神一道天施法b	通用战斗
神一道天施法c	通用战斗
神一道天修仙战斗待机	通用战斗
神一道天治疗	通用战斗
圣霖锥_普攻_c	通用战斗
圣霖锥_普攻a_c	通用战斗
圣霖锥_普攻b_c	通用战斗
圣霖锥净化特效	通用战斗
圣霖锥施法	通用战斗
圣女施法_b	通用战斗
师父传功_b	通用战斗
石板_变成盾墙_c	通用战斗
石板_插在地上_b	通用战斗
石板_持续盾墙_d	通用战斗
石板_从天而降_a	通用战斗
石板_盾墙喷射_d	通用战斗
石板_法力耗尽_b	通用战斗
石狮子_冲撞_a	通用战斗
石狮子_冲撞_b	通用战斗
石狮子_冲撞_c	通用战斗
石狮子_冲撞_d	通用战斗
石狮子_冲撞_e	通用战斗
石狮子_环绕球_a	通用战斗
石狮子_环绕球_b	通用战斗
石狮子_环绕球_c	通用战斗
石狮子_环绕球_d	通用战斗
石狮子_环绕球_e	通用战斗
石狮子_普攻_c	通用战斗
石狮子_普攻a_c	通用战斗
石狮子_普攻b_c	通用战斗
石狮子_跳扑_a	通用战斗
石狮子_跳扑_b	通用战斗
石狮子_跳扑_c	通用战斗
石狮子_跳扑_d	通用战斗
石狮子_跳扑_e	通用战斗
石狮子_指定嘴炮攻击_a	通用战斗
石狮子_指定嘴炮攻击_b	通用战斗
石狮子_指定嘴炮攻击_c	通用战斗
石狮子_指定嘴炮攻击_d	通用战斗
石狮子_指定嘴炮攻击_e	通用战斗
石狮子_嘴炮_a	通用战斗
石狮子_嘴炮_b	通用战斗
石狮子_嘴炮_c	通用战斗
石狮子_嘴炮_d	通用战斗
石狮子_嘴炮_e	通用战斗
石狮子_嘴炮光束_a	通用战斗
石狮子_嘴炮光束_b	通用战斗
石狮子_嘴炮光束_c	通用战斗
石狮子_嘴炮光束_d	通用战斗
石狮子_嘴炮光束_e	通用战斗
石头1死亡	通用战斗
石头2死亡	通用战斗
石头3死亡	通用战斗
石头4死亡	通用战斗
食大棒_本垒打_a	通用战斗
食大棒_本垒打_c	通用战斗
食大棒_本垒打_e	通用战斗
食大棒_大灾变_a	通用战斗
食大棒_大灾变_b	通用战斗
食大棒_大灾变_c	通用战斗
食大棒_地震环_a	通用战斗
食大棒_地震环_c	通用战斗
食大棒_地震环_e	通用战斗
食大棒_范围击退_a	通用战斗
食大棒_范围击退_c	通用战斗
食大棒_范围击退_e	通用战斗
食大棒_矩形秒杀_a	通用战斗
食大棒_矩形秒杀_b	通用战斗
食大棒_矩形秒杀_c	通用战斗
食大棒_矩形秒杀_d	通用战斗
食大棒_矩形秒杀_e	通用战斗
食大棒_普通攻击_ss_c	通用战斗
食大棒_普通攻击a_ss_c	通用战斗
食大棒_普通攻击b_ss_c	通用战斗
食大棒_追击_a	通用战斗
食大棒_追击_b	通用战斗
食大棒_追击_c	通用战斗
食大棒_追击_d	通用战斗
食大棒_追击_e	通用战斗
食大棒_追击灭团_a	通用战斗
食大棒_追击灭团_b	通用战斗
食大棒_追击灭团_c	通用战斗
食大棒_追击灭团_d	通用战斗
食大棒_追击灭团_e	通用战斗
食大棒_追踪水柱_a	通用战斗
食大棒_追踪水柱_c	通用战斗
食大棒_追踪水柱_e	通用战斗
士兵操练戳矛_cb	通用战斗
侍道范围技能_ds_a	通用战斗
侍道范围技能_ds_b	通用战斗
侍道范围技能_ds_c	通用战斗
侍道范围技能_ds_d	通用战斗
侍道范围技能_ds_e	通用战斗
侍道花精_待机表演a_c	通用战斗
侍道花精_待机表演b_c	通用战斗
侍道花精_待机表演c_c	通用战斗
侍道花精_花粉喷射_a	通用战斗
侍道花精_花粉喷射_b	通用战斗
侍道花精_花粉喷射_c	通用战斗
侍道花精_花粉喷射_d	通用战斗
侍道花精_花粉喷射_e	通用战斗
侍道花精_亢奋花粉_a	通用战斗
侍道花精_亢奋花粉_b	通用战斗
侍道花精_亢奋花粉_c	通用战斗
侍道花精_亢奋花粉_d	通用战斗
侍道花精_亢奋花粉_e	通用战斗
侍道花精_喷花蜜_a	通用战斗
侍道花精_喷花蜜_c	通用战斗
侍道花精_喷花蜜_e	通用战斗
侍道花精_召唤小怪_a	通用战斗
侍道花精_召唤小怪_b	通用战斗
侍道花精_召唤小怪_c	通用战斗
侍道花精_召唤小怪_d	通用战斗
侍道花精_召唤小怪_e	通用战斗
侍道缓行术_ds_a	通用战斗
侍道缓行术_ds_b	通用战斗
侍道缓行术_ds_c	通用战斗
侍道缓行术_ds_d	通用战斗
侍道缓行术_ds_e	通用战斗
侍道剑阵护身_ds_a	通用战斗
侍道剑阵护身_ds_b	通用战斗
侍道剑阵护身_ds_c	通用战斗
侍道剑阵护身_ds_d	通用战斗
侍道剑阵护身_ds_e	通用战斗
侍道普通攻击_ds_c	通用战斗
侍道普通攻击a_ds_c	通用战斗
侍道普通攻击b_ds_c	通用战斗
侍道引爆术_ds_a	通用战斗
侍道引爆术_ds_b	通用战斗
侍道引爆术_ds_c	通用战斗
侍道引爆术_ds_d	通用战斗
侍道引爆术_ds_e	通用战斗
侍情万剑	通用战斗
守护法阵巩固后	通用战斗
守卫流丹水	通用战斗
水遁_暴风雨_fz_a	通用战斗
水遁_暴风雨_fz_b	通用战斗
水遁_暴风雨_fz_c	通用战斗
水遁_水球弹_fz_c	通用战斗
水遁_水球连射_fz_a	通用战斗
水遁_水球连射_fz_b	通用战斗
水遁_水球连射_fz_c	通用战斗
水遁_涌泉术_fz_a	通用战斗
水遁_涌泉术_fz_b	通用战斗
水遁_涌泉术_fz_c	通用战斗
水晶三头狗_冲撞_a	通用战斗
水晶三头狗_冲撞_b	通用战斗
水晶三头狗_冲撞_c	通用战斗
水晶三头狗_冲撞_e	通用战斗
水晶三头狗_弹幕花_a	通用战斗
水晶三头狗_弹幕花_c	通用战斗
水晶三头狗_弹幕花_e	通用战斗
水晶三头狗_疯狂撕咬_a	通用战斗
水晶三头狗_疯狂撕咬_c	通用战斗
水晶三头狗_疯狂撕咬_e	通用战斗
水晶三头狗_目标扑咬_a	通用战斗
水晶三头狗_目标扑咬_c	通用战斗
水晶三头狗_目标扑咬_e	通用战斗
水晶三头狗_闪电球_a	通用战斗
水晶三头狗_闪电球_c	通用战斗
水晶三头狗_闪电球_e	通用战斗
水晶三头狗_撕咬_c	通用战斗
水晶三头狗_撕咬a_c	通用战斗
水晶三头狗_撕咬b_c	通用战斗
水晶三头狗_召唤场控_a	通用战斗
水晶三头狗_召唤场控_c	通用战斗
水晶三头狗_召唤场控_e	通用战斗
水晶三头狗_直线扑咬_a	通用战斗
水晶三头狗_直线扑咬_c	通用战斗
水晶三头狗_直线扑咬_e	通用战斗
水牢剑侍_持续抹剑_ds_a	通用战斗
水牢剑侍_持续抹剑_ds_b	通用战斗
水牢剑侍_持续抹剑_ds_c	通用战斗
水牢剑侍_剑阵灭杀_ds_a	通用战斗
水牢剑侍_剑阵灭杀_ds_b	通用战斗
水牢剑侍_剑阵灭杀_ds_c	通用战斗
水牢剑侍_剑阵灭杀_ds_d	通用战斗
水牢剑侍_剑阵灭杀_ds_e	通用战斗
水牢剑侍_近战连击_b_ds_a	通用战斗
水牢剑侍_近战连击_b_ds_b	通用战斗
水牢剑侍_近战连击_b_ds_c	通用战斗
水牢剑侍_近战连击_b_ds_d	通用战斗
水牢剑侍_近战连击_b_ds_e	通用战斗
水牢剑侍_近战普攻_ds_c	通用战斗
水牢剑侍_近战普攻a_ds_c	通用战斗
水牢剑侍_近战普攻b_ds_c	通用战斗
水牢剑侍_近战扇形_ds_a	通用战斗
水牢剑侍_近战扇形_ds_b	通用战斗
水牢剑侍_近战扇形_ds_c	通用战斗
水牢剑侍_近战扇形_ds_d	通用战斗
水牢剑侍_近战扇形_ds_e	通用战斗
水牢剑侍_快速连击_ds_a	通用战斗
水牢剑侍_快速连击_ds_b	通用战斗
水牢剑侍_快速连击_ds_c	通用战斗
水牢剑侍_快速连击_ds_d	通用战斗
水牢剑侍_快速连击_ds_e	通用战斗
水牢剑侍_抹剑表演_ds	通用战斗
水牢剑侍_全体剑气_ds_a	通用战斗
水牢剑侍_全体剑气_ds_b	通用战斗
水牢剑侍_全体剑气_ds_c	通用战斗
水牢剑侍_全体剑气_ds_e	通用战斗
水牢剑侍_跳砸_ds_a	通用战斗
水牢剑侍_跳砸_ds_b	通用战斗
水牢剑侍_跳砸_ds_c	通用战斗
水牢剑侍_跳砸_ds_d	通用战斗
水牢剑侍_跳砸_ds_e	通用战斗
水牢剑侍_突刺_ds_a	通用战斗
水牢剑侍_突刺_ds_b	通用战斗
水牢剑侍_突刺_ds_c	通用战斗
水牢剑侍_突刺_ds_d	通用战斗
水牢剑侍_突刺_ds_e	通用战斗
水牢剑侍_远程单体_a_ds_a	通用战斗
水牢剑侍_远程单体_a_ds_b	通用战斗
水牢剑侍_远程单体_a_ds_c	通用战斗
水牢剑侍_远程单体_a_ds_d	通用战斗
水牢剑侍_远程单体_a_ds_e	通用战斗
水牢剑侍_远程群体_ds_a	通用战斗
水牢剑侍_远程群体_ds_b	通用战斗
水牢剑侍_远程群体_ds_c	通用战斗
水牢剑侍_远程群体_ds_d	通用战斗
水牢剑侍_远程群体_ds_e	通用战斗
水牢鼠王_近战范围_mz_a	通用战斗
水牢鼠王_近战范围_mz_c	通用战斗
水牢鼠王_近战范围_mz_e	通用战斗
水牢鼠王_近战普攻_mz_c	通用战斗
水牢鼠王_近战普攻a_mz_c	通用战斗
水牢鼠王_近战普攻b_mz_c	通用战斗
水牢鼠王_近战群体_mz_a	通用战斗
水牢鼠王_近战群体_mz_b	通用战斗
水牢鼠王_近战群体_mz_c	通用战斗
水牢鼠王_狂暴攻击_mz_a	通用战斗
水牢鼠王_狂暴攻击_mz_b	通用战斗
水牢鼠王_狂暴攻击_mz_c	通用战斗
水牢鼠王_狂暴攻击_mz_d	通用战斗
水牢鼠王_狂暴攻击_mz_e	通用战斗
水牢鼠王_群体连攻_mz_a	通用战斗
水牢鼠王_群体连攻_mz_b	通用战斗
水牢鼠王_群体连攻_mz_c	通用战斗
水牢鼠王_群体连攻_mz_d	通用战斗
水牢鼠王_群体连攻_mz_e	通用战斗
水牢鼠王_特殊攻击1_mz_c	通用战斗
水牢鼠王_特殊攻击2_mz_c	通用战斗
水牢鼠王_特殊攻击3_mz	通用战斗
水牢鼠王_远程群体_mz_a	通用战斗
水牢鼠王_远程群体_mz_b	通用战斗
水牢鼠王_远程群体_mz_c	通用战斗
水牢鼠王_远程群体_mz_d	通用战斗
水牢鼠王_远程群体_mz_e	通用战斗
水牢鼠王_召唤冤鬼_mz_c	通用战斗
水牢鼠王_直线群体_mz_a	通用战斗
水牢鼠王_直线群体_mz_b	通用战斗
水牢鼠王_直线群体_mz_c	通用战斗
水牢鼠王_直线群体_mz_d	通用战斗
水牢鼠王_直线群体_mz_e	通用战斗
睡觉	通用战斗
睡觉_cb	通用战斗
睡觉_cg	通用战斗
睡觉_cz	通用战斗
睡觉_ds	通用战斗
睡觉_gn	通用战斗
睡觉_sb	通用战斗
睡觉_ss	通用战斗
铄金狂蛛_朝天吐丝_a	通用战斗
铄金狂蛛_朝天吐丝_b	通用战斗
铄金狂蛛_朝天吐丝_c	通用战斗
铄金狂蛛_朝天吐丝_e	通用战斗
铄金狂蛛_狠狠砸地_a	通用战斗
铄金狂蛛_狠狠砸地_b	通用战斗
铄金狂蛛_狠狠砸地_c	通用战斗
铄金狂蛛_狠狠砸地_d	通用战斗
铄金狂蛛_狠狠砸地_e	通用战斗
铄金狂蛛_聚拢_a	通用战斗
铄金狂蛛_聚拢_c	通用战斗
铄金狂蛛_聚拢_e	通用战斗
铄金狂蛛_连续砸地_a	通用战斗
铄金狂蛛_连续砸地_b	通用战斗
铄金狂蛛_连续砸地_c	通用战斗
铄金狂蛛_连续砸地_d	通用战斗
铄金狂蛛_连续砸地_e	通用战斗
铄金狂蛛_扑过去抱住你_a	通用战斗
铄金狂蛛_扑过去抱住你_b	通用战斗
铄金狂蛛_扑过去抱住你_c	通用战斗
铄金狂蛛_扑过去抱住你_d	通用战斗
铄金狂蛛_扑过去抱住你_e	通用战斗
铄金狂蛛_普攻_c	通用战斗
铄金狂蛛_普攻a_c	通用战斗
铄金狂蛛_普攻b_c	通用战斗
铄金狂蛛_牵红绳儿_a	通用战斗
铄金狂蛛_牵红绳儿_b	通用战斗
铄金狂蛛_牵红绳儿_c	通用战斗
铄金狂蛛_牵红绳儿_d	通用战斗
铄金狂蛛_牵红绳儿_e	通用战斗
铄金狂蛛_跳起来吐网_a	通用战斗
铄金狂蛛_跳起来吐网_c	通用战斗
铄金狂蛛_跳起来吐网_e	通用战斗
铄金狂蛛_吐丝拉人_a	通用战斗
铄金狂蛛_吐丝拉人_c	通用战斗
铄金狂蛛_吐丝拉人_e	通用战斗
铄金狂蛛_重击_a	通用战斗
铄金狂蛛_重击_c	通用战斗
铄金狂蛛_重击_e	通用战斗
铄金狂蛛_转圈儿吐网_a	通用战斗
铄金狂蛛_转圈儿吐网_c	通用战斗
铄金狂蛛_转圈儿吐网_e	通用战斗
死神_兵器分散a_a	通用战斗
死神_兵器分散a_b	通用战斗
死神_兵器分散a_c	通用战斗
死神_兵器重击_a	通用战斗
死神_兵器重击_b	通用战斗
死神_兵器重击_c	通用战斗
死神_兵器重击_d	通用战斗
死神_兵器重击_e	通用战斗
死神_法术内生浊气_a	通用战斗
死神_法术内生浊气_b	通用战斗
死神_法术内生浊气_c	通用战斗
死神_法术污染_a	通用战斗
死神_法术污染_b	通用战斗
死神_法术污染_c	通用战斗
死神_法术重击_a	通用战斗
死神_法术重击_b	通用战斗
死神_法术重击_c	通用战斗
死神_法术浊气爆发_a	通用战斗
死神_法术浊气爆发_b	通用战斗
死神_法术浊气爆发_c	通用战斗
死神_法术浊气绽放_a	通用战斗
死神_法术浊气绽放_b	通用战斗
死神_法术浊气绽放_c	通用战斗
死神_荒神独尊b_a	通用战斗
死神_荒神独尊b_b	通用战斗
死神_荒神独尊b_c	通用战斗
死神_开天辟地c_a	通用战斗
死神_开天辟地c_b	通用战斗
死神_开天辟地c_c	通用战斗
死神_开天辟地c_d	通用战斗
死神_开天辟地c_e	通用战斗
死神_普攻_c	通用战斗
死神_普攻a_c	通用战斗
死神_普攻b_c	通用战斗
死神_强化_兵器超重击_a	通用战斗
死神_强化_兵器超重击_b	通用战斗
死神_强化_兵器超重击_c	通用战斗
死神_强化_兵器超重击_d	通用战斗
死神_强化_兵器超重击_e	通用战斗
死神_强化_兵器分担_a	通用战斗
死神_强化_兵器分担_b	通用战斗
