literal	text	channels	visible	ignore_setting	voice_male	voice_female	desc
ERR_GUILD_RELATION_SELF	无法邀请自己盟会						
ERR_GUILD_RELATION_DEL_CD	{1}后可解除关系						
ERR_GUILD_RELATION_FRIEND_MAX	本盟会或对方盟会好友列表已达上限						
ERR_GUILD_RELATION_ENEMY_MAX	本盟会或对方盟会敌对列表已达上限						
ERR_GUILD_RELATION_NOTES	誓词最大为十六个字符且不能为空						
ERR_GUILD_RELATION_FORCE_ENEMY_NONE	非阵营盟会无法参与强制敌对						
ERR_GUILD_RELATION_INVITE_CD	被拒绝两小时后才可以再次发出邀请						
ERR_GUILD_RELATION_ADD_DIFF_SERVER	不允许添加跨服盟友						
ERR_GUILD_RELATION_MEMBER_NOT_ENOUGH	盟会人数不足{1}人，无法申请盟会关系或宣战						
ERR_GUILD_RELATION_NEW_MEMBER	申请人加入盟会不足7天，无法申请盟会关系或宣战						
ERR_GUILD_RELATION_LRGION	有战联，无法建立战盟关系						
ERR_GUILD_RELATION_GTYPE	不能敌对盟会，只能敌对战盟						
ERR_GUILD_STRONGHOLD_NO_ITEM	没有找到此物品						
ERR_GUILD_STRONGHOLD_UPDATE	据点改变属性内部错误						
ERR_GUILD_STRONGHOLD_GUN_SKILL_LEV	等级不足技能未开放						
ERR_GUILD_STRONGHOLD_LEVUP_MAX	已达到最大等级						
ERR_GUILD_STRONGHOLD_IS_FIGHT	开战期间不能进行操作						
ERR_GUILD_STRONGHOLD_BOSS_POS	符灵位置设置错误						
ERR_GUILD_STRONGHOLD_NO_LAND	无占领岛屿无法操作						
ERR_GUILD_RESOURCE	盟会/战盟资源不足						
ERR_GUILD_MASTER_GOLD	盟主金钱不足						
ERR_GUILD_RECHARGE_LV_MAX	未达到满级无法进行盟会资金充值						
ERR_GUILD_LAND_APPLY	云海争锋报名内部错误						
ERR_GUILD_LAND_APPLY_REPRET	云海争锋报名重复						
ERR_GUILD_LAND_CLEARING_DATA	结算数据错误						
ERR_GUILD_LAND_ITEMCOUNT_MAX	允许最大数量为{1}						
ERR_GUILD_LAND_ITEMCOUNT_MIN	允许最小数量为{1}						
ERR_GUILD_LAND_OWNER	我方已占领						
ERR_GUILD_LAND_ATTACK	已是进攻方						
ERR_GUILD_LAND_SET_OWNER	设置占领者错误						
ERR_GUILD_LAND_NO_LIMIT	没有资格进入						
ERR_GUILD_LAND_STATE_NO_OPEN	云海争锋已经关闭报名入口						
ERR_GUILD_LAND_STATE_NO_FIGHT	岛屿不在战斗状态						
ERR_GUILD_LAND_AYYLY_COUNT_LIMIT	当占领岛屿数量大于{1}时，无法报名						
ERR_GUILD_LAND_APPLY_CAMP	必须选择阵营后才能参加						
ERR_GUILD_CANNOT_TURN_RESOURCE	不能上缴此物						
ERR_GUILD_ACTIVITY_HAS_BEEN_OPEN	该活动已经开启						
ERR_GUILD_ACTIVITY_VITALITY_NOT_ENOUGH	开启活动未达到指定活跃度						
ERR_GUILD_ACTIVITY_LV_NOT_ENOUGH	开启活动未达到指定等级						
ERR_GUILD_ACTIVITY_NONE	该任务不存在						
ERR_GUILD_ACTIVITY_OPEN_INTERVAL_TIME	未到允许开启任务时间						
ERR_GUILD_ACTIVITY_NOT_SUMMON	不允许召唤						
ERR_GUILD_ACTIVITY_SUMMON_TIME	未到允许召唤时间						
ERR_GUILD_SET_STATUS_MAX	身份错误						
ERR_GUILD_SET_STATUS_NUM	超过该身份最大设置数量						
ERR_GUILD_LEGION_PVP	只允许战盟操作，不允许盟会操作						
ERR_GUILD_LEGION_CREATE	战联创建错误						
ERR_GUILD_LEGION_INVITE_ING	已经在邀请加入战联中						
ERR_GUILD_LEGION_INVITE_CD	被拒绝两小时后才可以再次发出战联邀请						
ERR_GUILD_LEGION_NO	没有找到该战联						
ERR_GUILD_LEGION_FULL	战联成员已满						
ERR_GUILD_LEGION_LEADER	非战联之主						
ERR_GUILD_LEGION_NAME_EXIST	战联名字已存在						
ERR_GUILD_LEGION_NO_MEMBER	非战联成员						
ERR_GUILD_LEGION_MEMBER	已经是该战联的成员						
ERR_GUILD_LEGION_MASTER_KICK	不能剔除主战盟						
ERR_GUILD_LEGION_INVITE_SELF	不能邀请自身战盟						
ERR_GUILD_LEGION_CAMP	战盟和战联阵营不匹配						
ERR_GUILD_LEGION_REP	战盟已经拥有战联						
ERR_GUILD_LEGION_NAME_LENERR	战联名称必须2-3个汉字						
ERR_GUILD_LEGION_INVITE_ENEMY	该战盟和战联中战盟有敌对关系，无法邀请						
ERR_GUILD_GTYPE	盟会/战盟类型不匹配						
ERR_GUILD_JOIN_CMAP	阵营不匹配，无法加入或邀请						
@@@@@@@ERR_SING@@@@@@@							
ERR_SING_DEAD	重伤时不能吟唱				event:/voice/system/hint/tg/male/071	event:/voice/system/hint/tg/female/071	
ERR_SING_BIND	无法在挂载时施展						
ERR_SING_AIR	在空中不能吟唱						
ERR_SING_WATER	在水中不能吟唱						
ERR_SING_SKILL	释放技能时不能吟唱						
ERR_SING_RIDING	无法在骑乘时施展						
ERR_SING_DUMPLICATE	不能重复吟唱						
ERR_INTERACT_NPC_BLACKLIST	暂时无法交互						
ERR_SING_STEALTH	隐身中无法交互						
ERR_INTERACT_NPC_BUFF	当前状态无法交互						
@@@@@@@ERR_GAMEMASTER@@@@@@@							
ERR_GM_ACCOUNT_CHAT_FORBIDDEN	已被禁言，{1}后解除						
@@@@@@@ERR_REMNANT@@@@@@@							
ERR_REMNANT_FIGHTING	战斗中				event:/voice/system/hint/tg/male/085	event:/voice/system/hint/tg/female/085	
ERR_REMNANT_NEED_STUDY	尚未习得				event:/voice/system/hint/tg/male/009	event:/voice/system/hint/tg/female/009	
ERR_REMNANT_NOT_FOUND	无此残卷						
ERR_REMNANT_NOT_ENOUGH_POINT	精修点不足						
@@@@@@@ERR_RUN@@@@@@@							
ERR_CANT_RUSH_IN_AREA	这里不能疾跑						
@@@@@@@ERR_REDEEMCODE@@@@@@@							
ERR_REDEEMCODE_SUCCESS	恭喜成功兑换礼包，请至游戏内邮箱领取						
ERR_REDEEMCODE_EMPTY	兑换失败，兑换码不存在				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_USED	兑换失败，兑换码已使用				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_CLOSURE	兑换失败，兑换码已禁止使用				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_EXPIRED	兑换失败，兑换码已过期				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_MUTEX	兑换失败，已使用过该类型兑换码				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_WRONG_SERVER	兑换失败，兑换码不能在此服务区使用				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_NO_USER	兑换失败，没有找到此用户				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_NO_ROLE	兑换失败，没有找到此角色				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_NO_SERVER	兑换失败，没有找到此服务器				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_BAD_LEVEL	兑换失败，等级不符				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_REDEEMCODE_FREQUENCY	兑换失败，频率过快				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_REDEEMCODE_UNKNOWN	兑换失败				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_REDEEMCODE_NO_BIND	无法领取，请先绑定						
ERR_REDEEMCODE_CAN_NOT_BIND	兑换失败，请直接在游戏内兑换						
@@@@@@@ERR_SKILL_UPGRADE@@@@@@@							
ERR_SKILL_UPGRADE_NO_SKILL	无此技能						
ERR_SKILL_UPGRADE_MAX_LV_REACHED	已达最高等级						
ERR_SKILL_UPGRADE_PRE_CONDITION_NOT_MEET	不满足前置条件						
ERR_SKILL_UPGRADE_NOT_ENOUGH_LEVEL	等级不符				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_SKILL_UPGRADE_VOCATION_NOT_MATCH	职业不符						
ERR_SKILL_UPGRADE_NO_MULTI_CHOICE	无此多选						
ERR_SKILL_UPGRADE_INVALID_CHOICE	选项ID超出范围						
ERR_SKILL_UPGRADE_CANT_MANUALLY_UPGRADE	不能手动升级						
ERR_SKILL_UPGRADE_NOT_ENOUGH_MONEY	金钱不足						
ERR_SKILL_UPGRADE_NEED_NPC	需要技能训练师						
ERR_SKILL_UPGRADE_FIGHTING	战斗中						
ERR_SKILL_UPGRADE_NEED_PROP	只能在门派据点或使用五峰推星符切换星蕴特技						
ERR_SKILL_UPGRADE_MULTI_CHOICE_MASTERY_UNMATCH	不能选择另一专精下的多选						
ERR_SKILL_UPGRADE_NOT_ENOUGH_TRANSFORM_SKILL_POINT	技能升级点不足						
@@@@@@@ERR_TRAFFIC@@@@@@@							
ERR_TRAFFIC_OK	开始导航						
ERR_TRAFFIC_STATION_NOT_EXIST	无效的导航点						
ERR_TRAFFIC_FIGHTING_FAILED	战斗中无法操作						
ERR_TRAFFIC_AREA_FAILED	当前区域无法导航						
ERR_TRAFFIC_TRANSFORM_FAILED	变身状态无法导航						
ERR_TRAFFIC_BINDING_FAILED	乘骑状态无法导航						
ERR_TRAFFIC_NOT_ACTIVE	导航点尚未激活						
ERR_TRAFFIC_AIR_FAILED	空中无法开始导航						
ERR_TRAFFIC_NOT_ACTIVE_RIDE	没有坐骑无法导航						
ERR_TRAFFIC_TOO_CLOSE	离目的地太近，已到达						
ERR_TRAFFIC_ZY_SKILL_FAILED	仅咒隐可以使用						
ERR_TRAFFIC_ZY_SKILL_MAP_FAILED	只能在当前场景使用						
ERR_TRAFFIC_ZY_SKILL_CD_FAILED	没有准备好						
ERR_TRAFFIC_INVALID_RIDE_STATE	当前状态无法使用坐骑						
@@@@@@@ERR_TELEPORT@@@@@@@							
ERR_TELEPORT_AREA_FAILED	当前区域无法传送						
ERR_TELEPORT_LXZ_FAILED	龙星阵尚未激活						
@@@@@@@ERR_RIDE@@@@@@@							
ERR_RIDE_OK	坐骑激活成功						
ERR_RIDE_INVALID_RIDE_ID	无效的坐骑						
ERR_RIDE_RIDE_ID_NOT_COLLECTION	尚未获得此坐骑						
ERR_RIDE_RIDE_ID_RECONFIRM	无法重复激活						
@@@@@@@ERR_SUMMON@@@@@@@							
ERR_SUMMON_SELF_DEAD	你已经重伤						
ERR_SUMMON_SELF_NOT_TEAM	你已不在队伍中						
ERR_SUMMON_SELF_ON_COMBAT	战斗中无法传送						
ERR_SUMMON_NOT_SCENE	不同场景无法传送						
ERR_SUMMON_NOT_SERVER	不同服务器无法传送						
ERR_PORTRAIT_PERMISSION_DENIED	头像功能尚未打开						
ERR_SUMMON_INVALID_SCENE	该场景无法召请						
ERR_SUMMON_TARGET_INVALID_SCENE	目标玩家所在场景无法召请						
ERR_SUMMON_TARGET_OFFLINE	目标玩家离线无法召请						
ERR_SUMMON_TARGET_INVALID_PLAYER	目标玩家不存在或者角色已删除						
ERR_SUMMON_TARGET_EXIST	已经召请过该玩家						
ERR_SUMMON_HAD_TIMEOUT	召请已过期						
@@@@@@@ERR_ANIMUS@@@@@@@							
ERR_ANIMUS_ADD_PLAYER	玩家[c 00FF00][{1}][/c]已将你加入饮血列表						
ERR_ANIMUS_LIST_FULL	饮血列表已满						
ERR_FEOMAN_LIST_FULL	血仇列表已满						
ERR_ANIMUS_REMOVE_PLAYER	玩家[c 00FF00][{1}][/c]已将你从饮血列表中移除						
ERR_ANIMUS_SCENE_LIMIT	只有在野外才能饮血						
ERR_ANIMUS_LEVEL_LIMIT	玩家等级不足						
ERR_ANIMUS_LEVEL_LIMIT_TARGET	对方等级不足						
ERR_ANIMUS_COMMON_LIMIT	请稍后再试						
ERR_WANTED_TIME_ILEGAL	时间非法						
ERR_WANTED_COUNT_ILEGAL	次数非法						
ERR_PVP_LIMIT	需要到满级才能开启。						
@@@@@@@ERR_NOTATION@@@@@@@							
ERR_NOTATION_ACCESS_FAILED	琴言服务器暂未开启						
ERR_NOTATION_TOO_FASE	申请过于频繁						
ERR_NOTATION_NOT_EXIST	乐谱资源已失效						
ERR_NOTATION_NOT_UPLOADER	您不是乐谱的上传者						
ERR_NOTATION_FOLDER_NOT_EXIST	文件夹不存在						
ERR_NOTATION_FOLDER_NAME_NIL	文件夹名不能为空						
ERR_NOTATION_FOLDER_NAME_EXIST	文件夹名已经存在						
ERR_NOTATION_FOLDER_NAME_TOO_LONG	文件夹名长度超过限制						
ERR_NOTATION_FOLDER_MODIFY_DEF	不能修改根文件夹						
ERR_NOTATION_GJM_EMPTY	乐谱文件路径访问失败						
ERR_NOTATION_GJM_INVALID	乐谱文件解析失败						
ERR_NOTATION_NOT_INCLUDED	您尚未收录该乐谱						
ERR_NOTATION_ALREADY_INCLUDED	您已收录该乐谱						
ERR_NOTATION_ALREADY_IN_FOLDER	乐谱已在该文件夹中						
ERR_NOTATION_GET_LIST_FAILED	获取收录列表失败						
ERR_NOTATION_UPLOAD_EXCEED	乐谱上传数目已达上限						
ERR_NOTATION_TOO_LONG	乐谱长度超过限制						
ERR_NOTATION_UPLOAD_FAILED	乐谱发布失败						
ERR_NOTATION_PUBLC	乐谱公开失败						
ERR_NOTATION_ADD_FAILED	乐谱收录失败						
ERR_NOTATION_DELETE_FAILED	乐谱删除失败						
ERR_NOTATION_MOVE_FAILED	乐谱移动失败						
ERR_NOTATION_DOWNLOAD_FAILED	乐谱下载失败						
ERR_NOTATION_LIKE_RATING	乐谱点赞失败						
ERR_NOTATION_ADD_FOLDER_FAILED	添加文件夹失败						
ERR_NOTATION_DEL_FOLDER_FAILED	删除文件夹失败						
ERR_NOTATION_RENAME_FOLDER_FAILED	修改文件夹名失败						
@@@@@@@ERR_COMBAT_CONFIG@@@@@@@							
ERR_COMBAT_CONFIG_FIGHTING	战斗中不能切换配置方案						
ERR_COMBAT_CONFIG_JUST_LEAVE_FIGHTING	脱战后10秒内不能切换配置方案						
@@@@@@@ERR_REPUTE@@@@@@@							
ERR_REPUTE_LIMIT_QUEST	通过任务方式获取该声望已达上限						
ERR_PVP_AWARD_NOT_ALLOW	您还不能领取此奖励						
ERR_PVP_AWARD_HAVE_RECEIVED	你已经领取过此奖励						
ERR_PVP_AWARD_HAVE_RECEIVED_OTHER_ROLE	你或本账号的其他角色已经领取过此奖励						
@@@@@@@ERR_MALL@@@@@@@							
ERR_CHONGXIAO_REWARD_ERR	领取错误奖励						
ERR_CHONGXIAO_REWARD_RECEIVED	您已经领取过此奖励						
ERR_CHONGXIAO_MONEY_NOT_ENOUGH	充消金额不足						
ERR_CHONGXIAO_NOT_IN_PROGRESS	不在领取时间范围						
ERR_SAFARI_PERMISSION_DENIED	本角色未开放历世万法						
ERR_ITEM_MALL_LOCK	商城锁未解开						
@@@@@@@ERR_FAVOR@@@@@@@							
ERR_FAVORITE_NOT_ACTIVATED	该功能尚未被激活						
ERR_FAVORITE_NOT_TARGET	该对象不可刷好感度						
ERR_FAVORITE_GIFT_ANOMALY	此物品不可做为礼物						
ERR_FAVORITE_GIFT_LIMIT	当天送礼次数到上限						
ERR_FAVORITE_DEL_ITEM_FAIL	此物品不可被扣除						
ERR_FAVORITE_LOW_LEVEL	好感度等级过低						
ERR_FAVORITE_NO_PICTURE	尚未获得此图片						
ERR_FAVORITE_ON_FIGHT	战斗中						
ERR_FAVORITE_REPEAT_RECEIVE	重复领取礼物						
ERR_FAVORITE_CANNOT_VOTE	该对象不可投票						
ERR_FAVORITE_WAS_INVITED_DAY	今天已邀请过该NPC						
ERR_FAVORITE_CANT_INVITED	好感度不够无法邀请						
ERR_FAVORITE_WAS_INVITED_WEEK	本周邀请次数不足						
ERR_FAVORITE_INVITE_FULL	当前家园NPC已满						
@@@@@@@ERROR_HOME@@@@@@@							
ERR_HOME_NO_ACCOUNT	没有账号						
ERR_HOME_NO_DATA	没有仙府数据						
ERR_HOME_ITEM_USE_SELF_LIMIT	必须在自己的仙府领地使用						
ERR_HOME_ITEM_RES_TYPE_LOCK	当前种类资源还未解锁						
ERR_HOME_NOT_OWN	没有仙府						
ERR_HOME_NO_HOMELAND	没有仙府领地，需要先购买仙府领地						
ERR_HOME_INVALID_LOCATION	仙府位置非法						
ERR_HOME_NOT_EXIST	没有仙府						
ERR_HOME_NAME_LENERR	仙府名称必须为2-8个汉字						
ERR_HOME_NAME_ALLCHINESE	仙府名称必须全部为中文字符						
ERR_HOME_NAME_ILLEGAL	仙府名称含有不建议使用的词汇						
ERR_HOME_RENAME_COUNT	仙府改名次数不足						
ERR_HOME_BUY_ALREADY	无法购买，已经拥有仙府了						
ERR_HOME_BUY_OWNER	无法购买，这个仙府已经有拥有者了						
ERR_HOME_RELOCATE_SAME	无法转移，同一仙府						
ERR_HOME_RELOCATE_OWNER	无法转移，这个仙府已经有拥有者了						
ERR_HOME_NOT_IN_SELF_HOME	无法操作，不在自己的仙府						
ERR_HOME_NOT_IN_SELF_HOME_SCENE	只能在自己仙府领地所在社区，才能退还						
ERR_HOME_NOT_FRIEND	不是仙府主人的好友						
ERR_HOME_INTERACTIVE_RESTRICT	不在仙府可交互物件的交互权限内，请联系仙府主人						
ERR_HOME_NO_AUTHORITY	没有仙府权限						
ERR_HOME_LEVEL	仙府等级错误						
ERR_HOME_LEVEL_LOW	仙府等级不足						
ERR_HOME_LAND_LEVEL	建造区等级错误						
ERR_HOME_FACILITY_UPGRADE_FAIL_HOME_LEVEL	仙府等级不足，无法升级						
ERR_HOME_UPGRADE_FAIL_FACILITY_NUM	符合要求等级的仙府设施数量不足，无法升级						
ERR_HOME_FACILITY_LEVEL	仙府设施等级错误						
ERR_HOME_FARMLAND_LEVEL_LOW	灵壤等级不足						
ERR_HOME_MINERAL_LEVEL_LOW	灵脉等级不足						
ERR_HOME_QUEST_ERR	任务错误						
ERR_HOME_QUEST_NOT_FINISH	任务未完成						
ERR_HOME_QUEST_FINISHED	任务已完成						
ERR_HOME_CRAFT_WOOD_LEVEL_LOW	木匠台等级不足						
ERR_HOME_CRAFT_STONE_LEVEL_LOW	砺石台等级不足						
ERR_HOME_CRAFT_METAL_LEVEL_LOW	锻铁炉等级不足						
ERR_HOME_CRAFT_CLOTH_LEVEL_LOW	百工房等级不足						
ERR_HOME_FACILITY_LEVEL_LOW	仙府设施等级不足						
ERR_HOME_RESOURCE_NOT_ENOUGH	仙府资源不足						
ERR_HOME_ITEM_NOT_ENOUGH	仙府道具不足						
ERR_HOME_RECIPE_NOT_ENOUGH	仙府配方数量不足，需要学习更多配方						
ERR_HOME_OBJECT_NOT_ENOUGH	仙府分数不足，需要在建造区布置更多心象造物						
ERR_HOME_MONEY_NOT_ENOUGH	金钱不足						
ERR_HOME_RECIPE_CAN_NOT_LEARN	不能学习该配方						
ERR_HOME_RECIPE_ID	配方错误						
ERR_HOME_RECIPE_NOT_LEARN	配方没学						
ERR_HOME_RECIPE_LEARNED	配方已学						
ERR_HOME_RECIPE_RES_NOT_ENOUGH	资源不足						
ERR_HOME_RECIPE_MONEY_NOT_ENOUGH	金钱不足						
ERR_HOME_OBJECT_COUNT_MAX	物品数量已达到上限						
ERR_HOME_OBJECT_ID	物品错误						
ERR_HOME_DECORATION_RENDER	无法布置，占用空间已达到上限						
ERR_HOME_DECORATION_NUM	无法布置，物件个数已达到上限						
ERR_HOME_DECORATION_GROUP	无法布置，分组数量已达到上限						
ERR_HOME_DECORATION_GROUP1	无法布置，房屋类物件数量已达到上限						
ERR_HOME_DECORATION_GROUP2	无法布置，树木类物件数量已达到上限						
ERR_HOME_DECORATION_GROUP3	无法布置，水池类物件数量已达到上限						
ERR_HOME_DECORATION_GROUP4	无法布置，动物类物件数量已达到上限						
ERR_HOME_DECORATION_GROUP5	无法布置，照影类物件数量已达到上限						
ERR_HOME_DECORATION_PARENT	无法布置，父节点错误						
ERR_HOME_STORE_ITEM_NOT_ENOUGH	仓库中的物件数量不足						
ERR_HOME_INTERACTIVE_VALUE	交互参数出现问题						
ERR_HOME_SCENE_NO_ITEM	场景中无该物件						
ERR_HOME_OBJECT_TO_ITEM	不能转化为道具						
ERR_HOME_SOIL_NO_IDX	没有资源建筑						
ERR_HOME_SOIL_ALREADY_PLANT	已经存在产物						
ERR_HOME_SOIL_EMPTY	没有播种或蕴养						
ERR_HOME_RIPE	已经成熟						
ERR_HOME_NOT_RIPE	没有成熟						
ERR_HOME_NO_SEED	没有选择种子						
ERR_HOME_NO_STONE	没有选择石引						
ERR_HOME_SEED_ID	作物错误						
ERR_HOME_SEED_TYPE	作物类型错误						
ERR_HOME_ESSENCE_ID	精华错误						
ERR_HOME_ESSENCE_TYPE	精华类型错误						
ERR_HOME_ESSENCE_NOT_ENOUGH	精华数量不足						
ERR_HOME_ACCELERATE_SELF_MAX	今日注灵次数达到上限						
ERR_HOME_ACCELERATE_SOIL_MAX	灵气充盈，已经无法再次注灵						
ERR_HOME_ACCELERATE_CD	此处灵气充盈，暂时无法注灵						
ERR_HOME_ACCELERATE_NO_HOME	尚未拥有仙府，无法注灵						
ERR_HOME_ACCELERATE_SELF_HOME	无法为自己仙府注灵						
ERR_HOME_IN_WHITELIST	已经是仙府的共享者						
ERR_HOME_NOT_IN_WHITELIST	不是仙府的共享者						
ERR_HOME_WHITELIST_MAX	仙府共享者数量达到上限						
ERR_HOME_IN_MESSAGE_BOARD_BLACKLIST	已经在仙府黑名单中						
ERR_HOME_MESSAGE_BOARD_SEND_RESTRICT	暂时无法发送仙府留言						
ERR_HOME_MESSAGE_BOARD_UNINITIAL	仙府留言板未初始化						
ERR_HOME_TEMPLATE	模板错误						
ERR_HOME_EMPTY	没有空闲的仙府						
ERR_HOME_ITEM_LIMIT	此物件拥有数量到达上限，无法获取更多						
ERR_HOME_NO_PREFAB	仙府图纸不存在						
ERR_HOME_PREFAB_LIMIT	仙府图纸达到上限						
ERR_HOME_PREFAB_REMOVE	仙府图纸无法删除						
ERR_HOME_PREFAB_ERROR	仙府图纸数据错误						
ERR_HOME_PREFAB_FILE_SAVE	仙府图纸无法导出成文件						
ERR_HOME_PREFAB_NO_FILE	没有仙府图纸文件						
ERR_HOME_PREFAB_FILE_LOAD	仙府图纸无法从文件读取						
ERR_HOME_PREFAB_VERSION	仙府图纸版本错误						
ERR_HOME_PREFAB_TYPE	仙府图纸类型错误						
ERR_HOME_PREFAB_CANNOT_CREATE	无法生成仙府图纸						
ERR_HOME_PREFAB_STATE	不在图纸建造状态						
ERR_HOME_PREFAB_NO_ITEM	没有仙府图纸道具						
ERR_HOME_PREFAB_NAME_ILLEGAL	图纸名称含有不建议使用的词汇						
ERR_HOME_PREFAB_NAME_LENGRR	图纸名称必须为1-10个字符						
ERR_HOME_NO_BLUEPRINT	仙府建造方案不存在						
ERR_HOME_BLUEPRINT_LIMIT	仙府建造方案达到上限						
ERR_HOME_BLUEPRINT_REMOVE	仙府建造方案无法删除						
ERR_HOME_RENAME_BLUEPRINT_TIME	仙府建造方案更改名称过于频繁						
ERR_HOME_CANNOT_OPERATE	读取仙府建造方案中，无法操作						
ERR_HOME_MONEY_CONVERT_LIMIT	超过可兑换的卧云宝钞数量上限						
ERR_HOME_MAT_MONEY_CONVERT_MAX	无法再兑换更多这种资源了						
ERR_HOME_MAT_MONEY_CONVERT_MIN	无法再减少这种资源了						
ERR_HOME_PLAN_NAME_ILLEGAL	建造方案名称含有不建议使用的词汇						
ERR_HOME_PLAN_NAME_LENGRR	建造方案必须为1-10个字符						
ERR_HOME_PARAM	参数错误						
ERR_ACCOUNT_NO_ACTIVITY	账号福泽不足						
ERR_HOME_PREFAB_NO_EMPTY	图纸没有空位						
@@@@@@@ERROR_CARD@@@@@@@							
ERR_CONSOLECARD_CLOSE	千秋戏功能已经关闭						
ERR_CONSOLECARD_NOT_NPC	无法与指定目标玩千秋戏						
ERR_CONSOLECARD_IN_GAME	您已在千秋戏游戏中						
ERR_CONSOLECARD_TARGET_IN_GAME	目标已在千秋戏游戏中						
ERR_CONSOLECARD_SPCARD_MAX	珍稀牌数量超过上限						
ERR_CONSOLECARD_SPCARD_NOT_ACTIVATED	珍稀牌未激活						
ERR_CONSOLECARD_CARD_INVALID	无效的卡牌						
ERR_CONSOLECARD_CARD_ACTIVATED	卡牌已经激活						
ERR_CONSOLECARD_PIECE_CANNOT_BUY	该卡牌碎金屑无法购买						
ERR_CONSOLECARD_CARD_NOT_ENOUGH	卡牌数量不满足出售条件						
ERR_CONSOLECARD_NORMAL_NOT_ACTIVATED	尚未获得[{1}]普通卡，需要先获得对应普通卡，才能合成金卡				event:/voice/system/hint/tg/male/090	event:/voice/system/hint/tg/female/090	
ERR_CONSOLECARD_PIECE_NOT_ENOUGH	碎金屑数量不足						
ERR_CONSOLECARD_POCKET_MAX_OWN	卡包拥有数量达到上限						
@@@@@@@ERROR_PRACTICEROUTE@@@@@@@							
ERR_GUIDE_UNFINISH_1	尚未完成前置引导任务，已为您自动接取	CHANNEL_SYSTEM_CENTER_YELLOW			event:/voice/system/guide/spirit/female/189	event:/voice/system/guide/spirit/female/189	
ERR_GUIDE_UNFINISH_2	需完成【剑主试炼】任务后，方可进入秘境。【剑主试炼】任务，可由【问道修行】中【引导】分页开启。	CHANNEL_SYSTEM_CENTER_YELLOW			event:/voice/system/guide/spirit/female/188	event:/voice/system/guide/spirit/female/188	
@@@@@@@ERROR_TREASURE@@@@@@@							
ERR_TREASURE_CANNOT_REMOVE	该藏品不可移除收藏状态						treasure表内需要反复挖的藏品，is_in_count列必须填写0
@@@@@@@ERR_VISITING@@@@@@@							
ERR_VISITING_SAVE_FAIL	名贴保存失败						
ERR_VISITING_FETCH_FAIL	名贴获取失败						
ERR_VISITING_CHANGE_TAG_FAIL	添加目标标签失败						
ERR_VISITING_CHANGE_TAG_GREATER_TEN	今日为该玩家调整标签次数已用完						
ERR_VISITING_TAG_NOT_EXIST	此标签暂未获得						
ERR_VISITING_TAG_NOT_FRIEND	此玩家设置非好友不可添加标签						
ERR_VISITING_TAG_NOT_BEST	此玩家设置非挚交不可添加标签						
@@@@@@@ERROR_MYSTERY@@@@@@@							
ERR_MYSTERY_CANT_EXCHANGE_REWARD	该物品不可由兑换获得						
ERR_MYSTERY_TOKEN_NOT_ENOUGH	代币不足						
ERR_MYSTERY_HAVEN_ACTIVATED	此物品已被激活						
@@@@@@@ERROR_FAIRYLAND@@@@@@@							
ERR_FAIRYLAND_EXP_WEEKLY_EXCEED	该周获得的经验已达上限						
ERR_FAIRYLAND_COMPLETE_QUEST_FAIL	任务物品提交失败						
@@@@@@@ERROR_FINGER_HEART@@@@@@@							
ERR_FINGER_HEART_NO_CREATE	未达到要求，无资格报名						
ERR_FINGER_HEART_ADD_MASTER	成功加入队列						
ERR_FINGER_HEART_NO_MATCH	未找到匹配信息或已过期						
ERR_FINGER_HEART_NO_PLAYER	没有找到玩家						
ERR_FINGER_HEART_CANNOT_POINT	还有评价未完成，无法操作						
ERR_FINGER_HEART_MATCH_POINT	已经打过评分						
ERR_FINGER_HEART_MATCH_NO_END	请专心对待当前的新晋仙家弟子，关系结束后方可寻找下一位						
@@@@@@@ERROR_REPLAY@@@@@@@							
ERR_REPLAY_FILE_ERROR	文件获取失败，或损坏，或严重过期						
ERR_SEASONTICKET_NO_ACTIVATED	尚未激活本期节令卡						
ERR_SEASONTICKETO_REWARD_ERR	领取错误奖励						
ERR_SEASONTICKET_REWARD_RECEIVED	您已经领取过此奖励						
